"","date","SPAD","Midday_WP","ID","Response_curve","E","Emm","A","Ca","Ci","CO2_r_sp","Qin","gsw","RHcham","VPcham","VPDleaf","Fm","Fv.Fm","Fs","Fm.","PhiPS2","ETR","PhiCO2","NPQ","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","Tleaf","sample_date"
"802","20230728 11:58:14",33.3,1.91,"LCOR-417","Q",0.001795981,1.79598112,6.830729644,402.475,298.908088,410,249.828,0.117441608,58.49411545,2.237079105,1.538124254,2256.61,"0.741423817",737.26768,1798.12,"0.5899786","62.12186043",0.040687407,"0.254982982",0,"547.4132608","0.695563555","0.84820229","0.268248815","0.873406671","0.2740355",27.7912,"July27"
"803","20230728 11:59:27",33.3,1.91,"LCOR-417","Q",0.001418028,1.418027687,3.244890107,406.136,340.0039093,410,125.011,0.092668315,59.24199688,2.305341854,1.530976293,2256.61,"0.741423817",734.29712,1974.68,"0.62814374","33.09360093",0.04728626,"0.1427725",0,"562.7309422","0.715026768","0.878489824","0.166440454","0.891608471","0.168507118",28.0383,"July27"
"804","20230728 12:00:45",33.3,1.91,"LCOR-417","Q",0.001383591,1.383591211,0.325133484,409.088,393.6887353,410,49.9247,0.092851561,60.10761537,2.350604679,1.490457542,2256.61,"0.741423817",727.0999615,2149.65,"0.661758909","13.92058257",0.049030234,"0.049756937",0,"576.0936034","0.73200586","0.904034988","0.063647103","0.90831346","0.063929065",28.0688,"July27"
"805","20230728 12:03:03",33.3,1.91,"LCOR-417","Q",0.001196125,1.196124537,-2.26309827,411.778,447.3132364,410,0.0499931,0.07977825,59.9559469,2.344373899,1.496092743,2417.9,"0.73220249",0,0,"#DIV/0!","#DIV/0!",-2.71e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.36574242",28.152,"July27"
"820","20230728 12:39:10",39.5,1.51,"LCOR-215","Q",0.003611981,3.611980628,18.34317528,390.227,249.8365221,410,1500.05,0.230434855,60.50127652,2.295993371,1.606760565,2417.9,"0.73220249",741.1998462,1009.11,"0.265491526","167.4259654",0.016337941,"1.396071786",0,"471.3038128","0.532951004","0.498153722","0.723719696","0.740897057","0.79575014",28.0498,"July27"
"821","20230728 12:40:58",39.5,1.51,"LCOR-215","Q",0.003271863,3.271862853,16.84861105,391.895,248.0293816,410,1000.03,0.205611776,58.08798145,2.220511876,1.625204163,2417.9,"0.73220249",704.5339231,1135.29,"0.379423827","159.5893044",0.02271906,"1.129764201",0,"497.1084213","0.56213089","0.674974163","0.667750741","0.883090651","0.724477805",27.989,"July27"
"822","20230728 12:42:26",39.5,1.51,"LCOR-215","Q",0.003307857,3.3078575,13.24718451,395.359,279.5628857,410,499.977,0.205008392,55.06445359,2.122527428,1.649155599,2417.9,"0.73220249",857.7569231,1926.16,"0.554680336","116.806991",0.036826772,"0.25529551",0,"606.0719732","0.685347026","0.809342298","0.271405449","0.835569602","0.277757632",27.8353,"July27"
"823","20230728 12:43:56",39.5,1.51,"LCOR-215","Q",-0.000681313,-0.681313084,7.630924637,402.622,564.4913354,410,249.994,-0.071340587,78.904978,3.088430528,0.921614584,2417.9,"0.73220249",930.73632,2371.88,"0.607595528","64.01938594",0.046951123,"0.019402331",0,"644.1606086","0.728417707","0.834130639","0.025945187","0.835749679","0.025994237",28.2301,"July27"
"824","20230728 12:46:09",39.5,1.51,"LCOR-215","Q",0.003079945,3.079945334,4.230910966,404.508,358.5402868,410,125.002,0.194031017,54.47649319,2.116524161,1.61920792,2417.9,"0.73220249",893.3713462,2582.18,"0.654024372","34.45464453",0.061635236,"-0.063620662",0,"658.7306944","0.74489358","0.878010483","-0.093384985","0.872917117","-0.092792988",27.9608,"July27"
"825","20230728 12:47:34",39.5,1.51,"LCOR-215","Q",0.003469828,3.469827657,0.641926254,408.028,392.7141573,410,50.0101,0.219722944,53.49559305,2.078196735,1.619101377,2417.9,"0.73220249",818.2669615,2659.94,"0.692373903","14.58952498",0.068931756,"-0.090994534",0,"663.6802326","0.750490525","0.922561817","-0.137975871","0.915147778","-0.136715454",27.9035,"July27"
"826","20230728 12:49:42",39.5,1.51,"LCOR-215","Q",0.002947185,2.94718527,-2.103417589,410.903,418.7794705,410,0.0499931,0.184219773,54.22462893,2.13073428,1.628746484,2810.9,"0.777611605",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.285989038",28.0615,"July27"
"827","20230825 08:48:43",NA,NA,"LCOR-001","Q",0.002467149,2.46714941,14.58252757,409.8311935,277.6677387,425.94,1500.02871,0.192607066,59.22233107,1.853781859,1.306028266,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.011562102,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.89490968,"Aug29"
"828","20230825 08:51:24",NA,NA,"LCOR-001","Q",0.002290384,2.290384164,14.0828716,410.0547419,274.085715,425.078,999.9782581,0.180015984,58.01002636,1.781701335,1.295321418,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.016741886,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.4506871,"Aug29"
"829","20230825 08:54:08",NA,NA,"LCOR-001","Q",0.002005806,2.005805537,12.97660668,410.0111333,267.2309342,423.656,499.9838333,0.156899742,56.02060957,1.706494827,1.297069014,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.030810512,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.04768333,"Aug29"
"830","20230825 08:56:01",NA,NA,"LCOR-001","Q",0.001929839,1.929838603,9.292311416,410.005129,302.5002935,420.107,250.0010968,0.15217602,55.37193176,1.681425695,1.286024408,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.044094535,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.84639032,"Aug29"
"831","20230825 08:57:01",NA,NA,"LCOR-001","Q",0.001856483,1.856483431,3.805161583,410.4982333,359.7081234,415.127,99.99674,0.145740424,54.42976188,1.637225245,1.29076102,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.045147831,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.62396,"Aug29"
"832","20230825 08:59:29",NA,NA,"LCOR-001","Q",0.001846868,1.846867809,1.612209072,410.0540323,383.5880275,412.47,49.99189677,0.145089936,54.3760192,1.614446977,1.29002344,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.038268859,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.49016774,"Aug29"
"833","20230825 09:00:53",NA,NA,"LCOR-001","Q",0.001761672,1.76167212,-0.857392573,410.2295333,411.8054866,410.169,0.00500022,0.138369309,54.34253499,1.612168025,1.288760333,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-4082.462513,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.46993333,"Aug29"
"834","20230825 09:31:23",NA,NA,"LCOR-231","Q",0.002071132,2.071132296,14.78252083,407.0833333,246.5223095,423.794,1499.971,0.157978473,56.85297969,1.707278557,1.330332045,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.011721123,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.23552667,"Aug29"
"835","20230825 09:33:47",NA,NA,"LCOR-231","Q",0.002152532,2.152532456,15.44108077,409.8068333,251.5834064,425.765,999.9779667,0.167761485,56.55454243,1.722282068,1.304271741,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.018356551,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.17472667,"Aug29"
"836","20230825 09:35:47",NA,NA,"LCOR-231","Q",0.002165339,2.165338812,13.33986048,409.9468667,273.498229,424.55,499.9945,0.169616156,54.77402317,1.667769795,1.298905817,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.031672311,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.84205,"Aug29"
"837","20230825 09:37:38",NA,NA,"LCOR-231","Q",0.002054867,2.054867459,9.568067469,409.9581613,305.9202403,420.81,250.0106129,0.162614722,54.19461993,1.638970486,1.284591686,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.045401353,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.59886129,"Aug29"
"838","20230825 09:39:09",NA,NA,"LCOR-231","Q",0.002038489,2.038488647,3.689752386,410.2728,364.6621082,414.595,99.98616333,0.161227385,53.74756948,1.609887479,1.285368351,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.043783194,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.43748333,"Aug29"
"839","20230825 09:40:56",NA,NA,"LCOR-231","Q",0.001952193,1.952193499,1.58279094,409.9876667,385.0020964,411.87,49.98543333,0.154820218,53.60042636,1.589476999,1.280700213,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.037575658,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",23.29335,"Aug29"
"840","20230825 10:12:57",NA,NA,"LCOR-040","Q",8.42e-05,0.084197537,2.253403118,406.5113667,-171.5591366,409.497,1499.964667,0.006270758,62.75284794,1.985591679,1.321197921,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.00178674,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",25.65910333,"Aug29"
"841","20230825 10:15:00",NA,NA,"LCOR-040","Q",8.89e-05,0.088912917,1.953866209,409.8607333,-70.85416722,411.961,999.9723667,0.006560309,61.53946142,1.976012217,1.333791165,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.002322794,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",25.67446,"Aug29"
"842","20230825 10:16:01",NA,NA,"LCOR-040","Q",0.00046275,0.462749592,1.859670444,409.9016333,317.3888493,412.133,500.0230333,0.035272965,60.56173048,1.94155273,1.298761268,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.004415095,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",25.31723,"Aug29"
"843","20230825 10:17:32",NA,NA,"LCOR-040","Q",0.000386664,0.38666364,1.475269262,410.0901,322.3386434,412.03,250.0059667,0.029621961,59.83586297,1.90671198,1.291408636,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.007000423,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",25.09704333,"Aug29"
"844","20230825 10:19:23",NA,NA,"LCOR-040","Q",8.78e-05,0.087777845,0.179227893,411.1471667,359.241283,411.261,99.98505,0.006573911,58.80551907,1.860023571,1.315792012,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.002126773,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.97961667,"Aug29"
"845","20230825 10:20:26",NA,NA,"LCOR-040","Q",9.81e-05,0.098051871,0.182663331,410.5805455,362.7299612,411.176,49.91573636,0.007384278,58.97551371,1.860489976,1.308757316,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.004342501,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.9449,"Aug29"
"846","20230825 10:21:48",NA,NA,"LCOR-040","Q",8.93e-05,0.089282087,-0.286838683,409.7537273,469.5660992,409.2,0.00500022,0.006630067,58.31853787,1.831642435,1.327351834,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-1365.7783,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",24.89058182,"Aug29"
"847","20230825 10:51:46",NA,NA,"LCOR-303","Q",0.001098541,1.098540717,1.160644063,148.2062,122.4175199,2000,1500.005,0.082310997,68.39173998,2.711991781,1.322397774,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000920258,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",29.05414,"Aug29"
"848","20230825 10:53:21",NA,NA,"LCOR-303","Q",0.001320962,1.320961808,0.731120523,130.4785806,116.1414908,2000,999.9969355,0.101402574,67.45811796,2.658089876,1.296145285,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000869149,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.70764516,"Aug29"
"849","20230825 10:54:42",NA,NA,"LCOR-303","Q",0.001435513,1.435512596,0.298201252,117.2044194,110.4177479,2000,499.9926452,0.110764827,65.56546133,2.551283892,1.29317204,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000708011,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.22300968,"Aug29"
"850","20230825 10:56:08",NA,NA,"LCOR-303","Q",0.001413387,1.413386677,-0.017463569,104.7230323,102.7807274,2000,249.9764839,0.108271005,64.42535156,2.49504501,1.30271512,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-8.29e-05,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.01319677,"Aug29"
"851","20230825 10:57:33",NA,NA,"LCOR-303","Q",0.001181866,1.181866032,-0.922855315,95.34168065,109.4656068,2000,99.99878065,0.092184844,64.62030494,2.500101316,1.275753054,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-0.010949317,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",27.91399355,"Aug29"
"852","20230825 10:58:56",NA,NA,"LCOR-303","Q",0.001242192,1.242191974,-1.227336333,86.8440871,105.6606008,2000,49.98766452,0.095649476,63.85447822,2.474447068,1.293411438,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-0.029135977,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",27.87765806,"Aug29"
"853","20230825 11:00:21",NA,NA,"LCOR-303","Q",0.001282985,1.282984682,-2.116241277,78.96396774,111.7656906,2000,0.00500022,0.098808274,63.40205228,2.445793948,1.294317863,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-10076.45267,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",27.75104516,"Aug29"
"868","20230825 11:31:55",NA,NA,"LCOR-502","Q",-0.000593566,-0.593565722,1.163131682,409.7855333,442.1771873,410.615,1500.000333,-0.044639401,71.3780614,2.900050578,1.284367364,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000922234,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",29.68686333,"Aug29"
"869","20230825 11:33:24",NA,NA,"LCOR-502","Q",0.000135972,0.135972101,0.321588738,411.0183636,358.0900338,411.147,1000.013273,0.011322823,72.43272801,2.923285917,1.17263092,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000382295,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",29.31606364,"Aug29"
"870","20230825 11:34:56",NA,NA,"LCOR-502","Q",0.000115776,0.11577646,1.259276226,409.9795,167.0542761,411.336,499.9872667,0.008525817,67.56472311,2.728062241,1.326998329,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.002989894,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",29.14252333,"Aug29"
"871","20230825 11:36:08",NA,NA,"LCOR-502","Q",0.000103222,0.103222235,0.136517387,410.973,374.1459034,410.973,249.9673636,0.007701217,67.1704972,2.693818627,1.310092516,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000647902,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.9231,"Aug29"
"872","20230825 11:37:38",NA,NA,"LCOR-502","Q",7.37e-05,0.073688072,0.25478039,410.1701818,328.5967415,410.712,99.96193636,0.005536147,66.8264424,2.659006863,1.300916737,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.003023999,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.73243636,"Aug29"
"873","20230825 11:38:53",NA,NA,"LCOR-502","Q",0.000103328,0.1033275,0.019801737,410.4983636,397.5373368,409.885,49.97497273,0.007607236,66.11681379,2.625914791,1.328297507,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",0.000470194,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.70754545,"Aug29"
"874","20230825 11:40:10",NA,NA,"LCOR-502","Q",0.00010155,0.101550456,-0.428210752,409.8030833,488.4669684,409.044,0.00500022,0.007791786,67.0617217,2.647172879,1.274629415,0,"#DIV/0!",0,0,"#DIV/0!","#DIV/0!",-2038.919392,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",28.5657,"Aug29"
"889","20230829 10:38:07",NA,NA,"LCOR-165","Q",0.000326838,0.326837567,2.005897875,407.856,244.0633082,410,1500.029,0.020703904,53.33869706,1.767854791,1.570947022,1385.2,"0.649556298",617.31376,647.77,"0.047017059","29.64979071",0.002046078,"1.138413326",424.07,"424.07","0.345338623","0.136147698","0.767253129","0.187613071","0.819580318",25.8216,"Aug29"
"890","20230829 10:40:02",NA,NA,"LCOR-165","Q",0.000465279,0.465278927,1.918379313,407.8732727,292.9314972,410,999.9464545,0.029109175,52.22590019,1.790334218,1.59255033,1385.2,"0.649556298",529.2532308,581.8,"0.090317582","37.98526175",0.002963884,"1.380886903",396.33,"396.33","0.318786525","0.283316813","0.812442485","0.545286769","0.892899431",26.04315455,"Aug29"
"891","20230829 10:41:35",NA,NA,"LCOR-165","Q",0.000451626,0.451625632,1.970841263,407.8230909,286.5456858,410,499.96,0.028196985,51.71003336,1.799788569,1.595426068,1385.2,"0.649556298",476.7471538,591.94,"0.194602234","40.9787879",0.006044172,"1.340102037",383.4,"383.4","0.35229922","0.552377703","0.791834698","1.081568285","0.881629827",26.10467273,"Aug29"
"892","20230829 10:43:14",NA,NA,"LCOR-165","Q",0.000422211,0.422211493,1.652076493,408.1302,299.9820518,410,250.0249,0.026768052,51.64705922,1.8017725,1.570952808,1385.2,"0.649556298",528.5036538,837.38,"0.368860429","38.86976026",0.010565607,"0.65420717",410.07,"410.07","0.510294012","0.722839031","0.561791761","0.87762579","0.608847606",25.99232,"Aug29"
"893","20230829 10:44:53",NA,NA,"LCOR-165","Q",0.000426686,0.426685909,1.439040898,408.4038,315.8432184,410,100.00285,0.02766867,52.16501721,1.811646439,1.536335902,1385.2,"0.649556298",632.91128,1463.09,"0.567414663","23.91288165",0.023891291,"-0.053236643",503.13,"503.13","0.656118216","0.864805534","-0.088303649","0.849152711","-0.086567011",25.86795,"Aug29"
"894","20230829 10:46:40",NA,NA,"LCOR-165","Q",0.000416158,0.41615761,0.637646328,409.1875455,361.4319134,410,49.99493636,0.026851438,52.17550434,1.821600882,1.543608782,1385.2,"0.649556298",632.43072,1676.34,"0.622731236","13.11806302",0.028775527,"-0.173675985",539.27,"539.27","0.678305117","0.918069494","-0.344165593","0.876567772","-0.323573239",25.95462727,"Aug29"
"895","20230829 10:48:19",NA,NA,"LCOR-165","Q",0.000464416,0.464416474,-0.955376869,410.7469,452.6039446,410,0.00500022,0.028990803,51.70937794,1.83604675,1.595500848,1974.32,"0.724178451",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.380875112",26.28482,"Aug29"
"896","20230829 11:36:13",NA,NA,"LCOR-065","Q",0.001184045,1.184044655,10.29914006,399.2181818,157.3722113,410,1500.016364,0.071120396,57.3054289,2.175421446,1.664640927,2573.72,"0.782737409",823.5955385,962.85,"0.144627368","91.20379339",0.009471398,"1.673022797",548.93,"548.93","0.429890429","0.336428444","0.795573862","0.344965128","0.799619002",28.20336364,"Aug29"
"897","20230829 11:38:09",NA,NA,"LCOR-065","Q",0.001093568,1.093567888,9.874067069,399.6969091,161.2886301,410,999.9960909,0.069083719,57.84507011,2.172016402,1.582873519,2573.72,"0.782737409",694.81652,913.02,"0.238990909","100.5185029",0.013695447,"1.818908677",499.2,"499.2","0.453243083","0.527290803","0.800522531","0.616660668","0.824354092",27.81858182,"Aug29"
"898","20230829 11:39:39",NA,NA,"LCOR-065","Q",0.000870186,0.870186108,8.835339301,400.7728,155.3745637,410,499.9938,0.059752763,58.65323857,2.150837529,1.45497298,2573.72,"0.782737409",708.0852,1290.9,"0.451479433","95.07768436",0.024886485,"0.993740801",530,"530","0.589433728","0.765954528","0.627688724","0.796492218","0.636778417",27.12637,"Aug29"
"899","20230829 11:41:47",NA,NA,"LCOR-065","Q",0.000783477,0.783477147,6.978424712,402.7299,193.8536479,410,249.9737,0.055740224,59.14740321,2.145479641,1.403775481,2573.72,"0.782737409",764.74532,2082.96,"0.632856454","66.67550771",0.040931736,"0.235607021",589.93,"589.93","0.716782847","0.882912386","0.247385056","0.865091215","0.243608126",26.85722,"Aug29"
"900","20230829 11:43:27",NA,NA,"LCOR-065","Q",0.000635605,0.6356048,3.260955051,406.456,285.7196307,410,99.99387273,0.046473988,59.38999528,2.137219009,1.363926406,2573.72,"0.782737409",730.00728,2335.91,"0.687484843","28.97056081",0.058227141,"0.101806148",633.93,"633.93","0.7286154","0.943549701","0.122595745","0.903849466","0.118046394",26.6253,"Aug29"
"901","20230829 11:44:57",NA,NA,"LCOR-065","Q",0.000710972,0.710972055,1.350576656,408.4118182,358.3234558,410,50.00052727,0.052284641,59.25070596,2.125078074,1.357769904,2573.72,"0.782737409",694.894,2437.15,"0.714874341","15.06076404",0.071127729,"0.056036764",624.2,"624.2","0.743881173","0.961006095","0.070053141","0.92773025","0.067791918",26.53636364,"Aug29"
"902","20230829 11:46:38",NA,NA,"LCOR-065","Q",0.000547882,0.547882128,-1.006497261,410.7928,441.8081443,410,0.00500022,0.040130785,59.13109306,2.134091366,1.359896805,2575.73,"0.77623431",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.288270805",26.59056,"Aug29"
"903","20230829 12:21:40",NA,NA,"LCOR-314","Q",0.00321555,3.215549765,14.6359396,394.1085,290.7748451,410,1500.052,0.253580237,61.71830111,2.28031623,1.31146511,2936.64,"0.778295813",774.905,933.73,"0.170097351","107.2680208",0.012140526,"2.145063348",531.27,"531.27","0.431023958","0.394635492","0.832682706","0.561884974","0.876326674",27.05995,"Aug29"
"904","20230829 12:23:49",NA,NA,"LCOR-314","Q",0.003015563,3.015563451,15.28562077,393.5264545,284.5121252,410,999.9769091,0.24890548,61.71510646,2.248985576,1.252711012,2936.64,"0.778295813",636.2942308,916.78,"0.305946649","128.6772755",0.018975816,"2.203211239",466.73,"466.73","0.490902943","0.623232461","0.817786883","1.055590295","0.883742752",26.62797273,"Aug29"
"905","20230829 12:25:58",NA,NA,"LCOR-314","Q",0.003350186,3.350186488,13.55053482,395.1720909,303.8953715,410,499.9913636,0.269193069,58.03920006,2.087142941,1.29332283,2936.64,"0.778295813",721.84296,1565.02,"0.538764386","113.4585931",0.033778582,"0.876423304",524.67,"524.67","0.664751888","0.810474398","0.568672081","0.922558982","0.600120421",26.03106364,"Aug29"
"906","20230829 12:28:06",NA,NA,"LCOR-314","Q",0.003023562,3.023562392,8.963855587,399.786,329.4906641,410,249.9857273,0.237863536,57.41927369,2.088461083,1.313458857,2936.64,"0.778295813",738.5014231,2076.51,"0.644354507","67.89016093",0.04574825,"0.41421905",580.27,"580.27","0.720555162","0.894247298","0.36502332","0.938660515","0.376329871",26.13804545,"Aug29"
"907","20230829 12:30:04",NA,NA,"LCOR-314","Q",0.003229293,3.229293481,3.134653364,405.5495,376.9636854,410,100.0028,0.256287698,56.94297832,2.067005233,1.306642277,2936.64,"0.778295813",700.4289231,2259.2,"0.689965951","29.07780261",0.045214299,"0.299858357",614.53,"614.53","0.727987783","0.947771332","0.291734672","0.969303852","0.296398112",25.99694,"Aug29"
"908","20230829 12:31:12",NA,NA,"LCOR-314","Q",0.002967186,2.967186026,1.063853422,407.7239,392.2040753,410,49.99084,0.240997819,57.10745323,2.045231386,1.273724178,2936.64,"0.778295813",676.67776,2319.05,"0.708209068","14.91746669",0.041308297,"0.266311636",584.53,"584.53","0.747944201","0.946874202","0.262568502","0.984644717","0.270212137",25.72102,"Aug29"
"909","20230829 12:33:39",NA,NA,"LCOR-314","Q",0.003078649,3.078649169,-1.606148495,410.3470909,412.6363433,410,0.00500022,0.246523725,55.97227611,1.990463852,1.293747073,2447.22,"0.778233261",0,0,"#DIV/0!","#DIV/0!",2.11e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.284961785",25.54366364,"Aug29"
"924","20230829 13:05:51",NA,NA,"LCOR-092","Q",0.003158634,3.158633622,13.85342858,394.8966,296.3310058,410,1500.033,0.252421754,62.84716397,2.325645434,1.293405675,2447.22,"0.778233261",1230.706,1398.37,"0.119899597","75.61099537",0.012257457,"0.750051846",657.53,"657.53","0.529788253","0.226316074","0.586051216","0.195947446","0.550719661",27.18885,"Aug29"
"925","20230829 13:07:00",NA,NA,"LCOR-092","Q",0.003219767,3.219766741,13.77221197,395.0555,300.7699514,410,999.9272,0.263396195,61.62421913,2.274923008,1.266755794,2447.22,"0.778233261",950.0102,1219.6,"0.221047721","92.96524924",0.018282915,"1.006575927",590.33,"590.33","0.515964251","0.428416737","0.661116167","0.398278297","0.644586423",26.82088,"Aug29"
"926","20230829 13:08:36",NA,NA,"LCOR-092","Q",0.002979958,2.979957575,12.81339178,396.0093636,302.1802616,410,499.983,0.24554036,60.44163532,2.208711933,1.254568249,2447.22,"0.778233261",836.24088,1567.19,"0.466407468","98.21928322",0.034236563,"0.5615337",592.93,"592.93","0.621660424","0.750260834","0.474591353","0.713484448","0.462077345",26.4408,"Aug29"
"927","20230829 13:10:17",NA,NA,"LCOR-092","Q",0.002985197,2.985197394,9.060418065,399.7360909,328.6657483,410,249.9623636,0.237141622,58.62806361,2.132730739,1.300069271,2447.22,"0.778233261",836.343,2225.75,"0.624242166","65.76493339",0.05062364,"0.099503538",656.07,"656.07","0.705236437","0.885153025","0.123646819","0.825535133","0.116287251",26.291,"Aug29"
