Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
27,10:46:30,9/2/22,Auto gsw+F,LI-COR Default,,27,LCOR-479,10,0.476216,2.919199,0.409426,5.933808,1.98789,1.822899,3.404171,1.416281,18.153156,19.796198,33.900089,0.441786,PSF-00336_20220902104630,0,0,0,126.264809,333.228638,0.621087,0.5,0.8,244.695801,55.23,50.65,27.1,26.15,100.42,156.4,155.4,0.6,985,4.073,-39,157,131,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:35:31,9/2/22,0.13,0.002,0.002,0.015,-3.587,-2.492,-1.819,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.609985,25,-24.562689,294.982544,298.138672,-3.156128,2.465714,2.459462,1.659235,0.927844,0.250901,-0.012032,0.25115,1.00387,126.264809,0.001182,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902104630,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
28,10:47:21,9/2/22,Auto gsw+F,LI-COR Default,,28,LCOR-431,10,0.569239,2.916406,0.476277,6.902896,2.031048,1.838738,3.447014,1.415966,18.307556,20.222309,34.320503,0.441786,PSF-00336_20220902104721,0,0,0,115.076065,312.111969,0.631299,0.5,0.8,260.100891,56.42,51.07,27.1,26.36,100.44,156,155.1,0.6,1030,4.072,-21,169,122,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.003,0.004,0.017,-1.891,-0.722,2.418,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.393768,25,-21.44857,279.502625,281.470795,-1.96817,2.466292,2.461102,1.656274,0.927126,0.25086,-0.009559,0.25495,1.044922,115.076065,0.001147,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902104721,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
29,10:49:05,9/2/22,Auto gsw+F,LI-COR Default,,29,LCOR-532,10,0.668922,2.917267,0.54415,7.911931,2.085355,1.865241,3.504817,1.419461,18.574446,20.766386,34.901669,0.441786,PSF-00336_20220902104905,0,0,0,131.918198,310.182251,0.574707,0.5,0.8,320.829285,57.95,51.83,27.09,26.64,100.42,156.2,155.3,0.6,1396,4.07,-24,157,131,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0,-0.002,0.016,-1.265,-2.821,-8.018,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,277.722015,25,-23.059446,274.865265,277.239777,-2.374512,2.467314,2.463175,1.657185,0.92748,0.250925,-0.006113,0.262833,1.377908,131.918198,0.000902,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902104905,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
30,10:49:50,9/2/22,Auto gsw+F,LI-COR Default,,30,LCOR-219,10,0.40066,2.916687,0.35227,5.576952,1.976502,1.821093,3.522895,1.546393,18.133318,19.680788,35.078815,0.441786,PSF-00336_20220902104950,0,0,0,111.889961,320.592926,0.650991,0.5,0.8,257.142975,55,50.67,27.07,26.73,100.43,156.1,154.8,0.8,988,4.069,-18,161,119,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.001,0.001,0.016,-0.028,0.248,-0.268,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,284.728302,25,-24.860054,282.617218,285.078125,-2.460907,2.465759,2.459186,1.656572,0.926421,0.251163,-0.004778,0.266134,1.006198,111.889961,0.000908,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902104950,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
31,10:51:59,9/2/22,Auto gsw+F,LI-COR Default,,31,LCOR-390,10,0.378662,2.918844,0.335179,5.304587,1.956318,1.808713,3.502568,1.54625,18.009378,19.479076,34.875107,0.441786,PSF-00336_20220902105159,0,0,0,141.045563,276.859436,0.490552,0.5,0.8,232.538422,54.41,50.31,27.08,26.63,100.43,156.3,155.3,0.6,1185,4.066,-20,165,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.002,0.003,0.016,-2.874,-0.061,8.711,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.699341,25,-12.901615,256.134857,258.428345,-2.293488,2.465263,2.45839,1.658858,0.927644,0.251094,-0.006038,0.275248,1.186154,141.045563,0.000904,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105159,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
32,10:52:41,9/2/22,Auto gsw+F,LI-COR Default,,32,LCOR-417,10,0.25135,2.916849,0.231409,4.634349,1.923593,1.794384,3.876948,1.953356,17.865591,19.152042,38.60041,0.441786,PSF-00336_20220902105241,0,0,0,189.798477,287.394897,0.33959,0.5,0.8,205.798462,53.5,49.91,27.08,28.37,100.44,156.1,154.9,0.8,1515,4.065,-27,149,135,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.001,0.002,0.002,-1.353,-4.434,-11.819,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.571716,25,-6.304862,279.357086,278.387848,0.969238,2.464718,2.457144,1.656743,0.926562,0.251082,0.014919,0.278119,1.486686,189.798477,0.000902,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105241,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
33,10:53:18,9/2/22,Auto gsw+F,LI-COR Default,,33,LCOR-210,10,0.358249,2.915805,0.319049,5.598953,1.940607,1.784415,3.653963,1.713356,17.767618,19.322838,36.382912,0.441786,PSF-00336_20220902105318,0,0,0,171.725037,320.188354,0.463675,0.5,0.8,259.49469,53.98,49.63,27.08,27.35,100.43,156,152.6,2.2,1399,4.064,-10,162,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.001,0.002,0.007,-2.525,-4.036,-10.862,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,301.522491,25,-13.204453,300.999298,301.324615,-0.325317,2.464345,2.457793,1.65564,0.920754,0.25109,0.00261,0.280662,1.381096,171.725037,0.000888,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105318,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
34,10:53:56,9/2/22,Auto gsw+F,LI-COR Default,,34,LCOR-081,10,0.58162,2.919368,0.484995,7.73816,2.071165,1.856177,3.628155,1.556989,18.481327,20.621895,36.124313,0.441786,PSF-00336_20220902105356,0,0,0,131.116028,267.759552,0.510322,0.5,0.8,290.667603,57.57,51.59,27.09,27.23,100.44,156.4,155.5,0.6,1424,4.063,-1,163,122,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,-0.002,-0.004,0.019,-1.911,-3.1,-2.413,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,244.567749,25,-16.760059,241.366623,243.816315,-2.449692,2.466995,2.462665,1.659414,0.928015,0.250972,0.001009,0.283312,1.403704,131.116028,0.000884,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105356,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
35,10:54:52,9/2/22,Auto gsw+F,LI-COR Default,,35,LCOR-172,10,0.436205,2.917315,0.379466,5.656766,1.960061,1.802487,3.417006,1.456945,17.948952,19.518053,34.026134,0.441786,PSF-00336_20220902105452,0,0,0,111.366035,298.790161,0.627277,0.5,0.8,232.451462,54.23,49.87,27.17,26.21,100.42,156.2,152.9,2.1,926,4.062,-27,177,115,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.004,0.003,0.018,-0.294,0.121,-0.353,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.329468,25,-20.001881,267.831787,270.215698,-2.383911,2.46464,2.458107,1.657236,0.921682,0.25018,-0.012149,0.286997,0.950571,111.366035,0.000889,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105452,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
36,10:55:39,9/2/22,Auto gsw+F,LI-COR Default,,36,LCOR-262,10,0.483361,2.914278,0.414596,6.53521,1.962104,1.779613,3.502127,1.540024,17.719624,19.53669,34.87072,0.441786,PSF-00336_20220902105539,0,0,0,151.214005,264.346466,0.42797,0.5,0.8,230.363083,54.18,49.14,27.2,26.63,100.43,155.8,155.3,0.3,1346,4.061,-8,164,122,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.001,0.002,0.016,-1.685,-3.416,-6.886,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.719452,25,-11.436683,246.447083,248.008148,-1.561066,2.463646,2.458035,1.654032,0.927619,0.24986,-0.007563,0.289958,1.332415,151.214005,0.000884,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105539,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
37,10:56:15,9/2/22,Auto gsw+F,LI-COR Default,,37,LCOR-118,10,0.27833,2.917467,0.254089,4.043424,1.8862,1.773487,3.441995,1.555795,17.65885,18.781145,34.272408,0.441786,PSF-00336_20220902105615,0,0,0,191.744324,353.329193,0.457321,0.5,0.8,216.529938,51.96,48.85,27.24,26.34,100.43,156.2,141.5,9.4,1184,4.06,-17,173,123,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.002,0.003,0.016,-3.368,-0.102,9.084,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,331.331848,25,-16.973505,325.947418,329.081024,-3.133606,2.463242,2.454987,1.657397,0.893603,0.249444,-0.011576,0.292202,1.184879,191.744324,0.000893,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105615,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
38,10:56:55,9/2/22,Auto gsw+F,LI-COR Default,,38,LCOR-501,10,0.367416,2.916421,0.326307,5.326767,1.921128,1.772573,3.5162,1.595072,17.649929,19.12912,35.011623,0.441786,PSF-00336_20220902105655,0,0,0,131.524445,329.386932,0.600699,0.5,0.8,274.974548,52.79,48.71,27.28,26.7,100.43,156,155,0.7,1144,4.059,-22,172,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:47:12,9/2/22,0.1,0.002,-0.001,0.025,0.25,4.222,1.74,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,297.446594,25,-22.955462,293.466919,296.593018,-3.126099,2.463039,2.45612,1.656291,0.926834,0.249042,-0.007747,0.294688,1.149091,131.524445,0.000917,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105655,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
39,10:57:48,9/2/22,Auto gsw+F,LI-COR Default,,39,LCOR-440,10,0.389659,2.916494,0.343734,6.126368,2.002932,1.832221,3.741781,1.738849,18.242943,19.942667,37.255936,0.441786,PSF-00336_20220902105748,0,0,0,134.271378,279.167847,0.51903,0.5,0.8,314.294373,54.67,50.01,27.4,27.76,100.43,156.1,155.3,0.5,1514,4.058,-18,158,129,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,0.004,0.004,0.019,-1.344,2.787,25.335,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,250.096313,25,-21.660191,243.752365,248.22435,-4.471985,2.464769,2.458953,1.656367,0.927478,0.247893,0.003603,0.298283,1.485596,134.271378,0.000882,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105748,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
40,10:58:26,9/2/22,Auto gsw+F,LI-COR Default,,40,LCOR-457,10,0.213204,2.917491,0.198684,3.815629,1.916157,1.809826,3.790125,1.873968,18.020283,19.07901,37.737938,0.441786,PSF-00336_20220902105826,0,0,0,114.364029,223.456085,0.488204,0.5,0.8,280.203674,52.15,49.25,27.45,27.98,100.43,156.2,154.5,1.1,1435,4.056,-24,155,132,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,0.001,0.02,-2.063,-4.046,-0.624,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,203.263885,25,-14.313642,200.685379,203.007782,-2.322403,2.463733,2.455504,1.657422,0.925602,0.247406,0.005667,0.3006,1.413658,114.364029,0.00118,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105826,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
41,10:59:32,9/2/22,Auto gsw+F,LI-COR Default,,41,LCOR-208,10,0.424146,2.917252,0.370306,6.374421,1.995624,1.818094,3.675674,1.68005,18.102379,19.870003,36.597904,0.441786,PSF-00336_20220902105932,0,0,0,126.372459,301.018158,0.580183,0.5,0.8,286.173706,54.13,49.31,27.51,27.45,100.43,156.2,153.2,1.9,1233,4.055,-19,174,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,0,0.011,-1.883,-3.022,-10.251,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.783447,25,-15.338911,278.406494,279.105164,-0.698669,2.463803,2.458194,1.657169,0.922229,0.246853,-0.001368,0.304711,1.229901,126.372459,0.001205,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902105932,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
42,11:00:08,9/2/22,Auto gsw+F,LI-COR Default,,42,LCOR-375,10,0.459129,2.916785,0.396687,6.929502,1.982564,1.789484,3.687418,1.704854,17.818005,19.740509,36.715839,0.441786,PSF-00336_20220902110008,0,0,0,144.259216,228.094925,0.367547,0.5,0.8,227.146088,53.78,48.54,27.5,27.51,100.43,156.1,154.8,0.8,1545,4.054,-8,158,127,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,0,0.011,-1.202,-3.595,-11.6,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,215.80159,25,-8.886279,214.592819,215.400085,-0.807266,2.462752,2.457716,1.656676,0.926322,0.246861,-0.0007,0.306803,1.513974,144.259216,0.000911,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110008,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
43,11:00:48,9/2/22,Auto gsw+F,LI-COR Default,,43,LCOR-119,10,0.512337,2.916966,0.435794,7.503945,2.021646,1.812663,3.701788,1.680142,18.047848,20.128605,36.857002,0.441786,PSF-00336_20220902110048,0,0,0,162.925964,273.669739,0.404662,0.5,0.8,270.134155,54.87,49.2,27.49,27.57,100.44,156.1,155.9,0.2,1669,4.054,-1,153,127,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,-0.002,-0.002,-1.27,-3.814,-10.138,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.126434,25,-10.776278,258.718384,258.274872,0.443512,2.463649,2.459204,1.656867,0.928937,0.24696,0.000226,0.309238,1.6268,162.925964,0.000936,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110048,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
44,11:01:29,9/2/22,Auto gsw+F,LI-COR Default,,44,LCOR-500,10,0.21835,2.917904,0.203148,4.131321,1.937431,1.822357,3.920463,1.983032,18.143734,19.289436,39.032883,0.441786,PSF-00336_20220902110129,0,0,0,185.16362,291.989868,0.365856,0.5,0.8,230.488449,52.66,49.53,27.47,28.56,100.44,156.2,155.2,0.6,1575,4.053,-11,154,130,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,0.001,0.009,-0.556,-1.729,-6.254,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.996155,25,-8.543306,280.248657,279.785004,0.463654,2.464103,2.456195,1.65786,0.927369,0.247186,0.012474,0.311721,1.541282,185.16362,0.000927,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110129,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
45,11:03:24,9/2/22,Auto gsw+F,LI-COR Default,,45,LCOR-456,10,0.747028,2.915994,0.594681,9.538649,2.118378,1.852787,3.682841,1.564463,18.447443,21.091822,36.668541,0.441786,PSF-00336_20220902110324,0,0,0,119.719147,267.668823,0.552734,0.5,0.8,331.929382,57.57,50.35,27.47,27.49,100.44,156,154.7,0.8,1501,4.05,-7,161,125,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,0.002,0.003,0.02,-0.561,-1.533,1.885,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,239.988678,25,-19.210125,237.657669,240.225464,-2.567795,2.465223,2.462872,1.655839,0.926036,0.247186,-0.000554,0.318406,1.474167,119.719147,0.000932,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110324,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
46,11:04:33,9/2/22,Auto gsw+F,LI-COR Default,,46,LCOR-602,10,0.319208,2.917183,0.287724,5.090273,2.0224,1.880672,3.74811,1.72571,18.72624,20.137461,37.320713,0.441786,PSF-00336_20220902110433,0,0,0,204.564575,375.809631,0.45567,0.5,0.8,236.187836,54.89,51.04,27.5,27.79,100.43,156.1,155,0.7,1296,4.049,-36,160,128,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,0.001,0.001,0.011,-0.751,-1.885,0.599,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,353.01947,25,-16.35141,351.195923,352.450195,-1.254272,2.466145,2.459229,1.657096,0.926921,0.246953,0.002791,0.322484,1.287018,204.564575,0.000912,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110433,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
47,11:05:30,9/2/22,Auto gsw+F,LI-COR Default,,47,LCOR-615,10,0.291624,2.914312,0.265097,5.213067,2.000377,1.854843,3.917467,1.91709,18.465796,19.914652,39.000141,0.441786,PSF-00336_20220902110530,0,0,0,151.133545,301.975983,0.499518,0.5,0.8,293.590057,54.25,50.31,27.51,28.55,100.45,155.8,155.2,0.4,1469,4.047,-4,152,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,0.001,0.004,0.01,-0.835,-1.371,5.219,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,275.992859,25,-19.08972,271.464233,274.70462,-3.240387,2.465147,2.458361,1.654068,0.927367,0.246836,0.011878,0.325651,1.445077,151.133545,0.000926,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110530,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
48,11:06:36,9/2/22,Auto gsw+F,LI-COR Default,,48,LCOR-460,10,0.623828,2.919526,0.513999,9.127892,2.092207,1.838663,3.82348,1.731273,18.304768,20.828918,38.06456,0.441786,PSF-00336_20220902110636,0,0,0,126.578812,267.481018,0.526775,0.5,0.8,323.007202,56.58,49.73,27.56,28.13,100.45,156.4,155,0.9,1533,4.046,-11,159,128,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,-0.001,-0.002,0.011,0.07,-0.584,-3.093,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,238.15155,25,-21.07276,232.930542,237.376709,-4.446167,2.46435,2.46151,1.659583,0.926849,0.246364,0.006202,0.329363,1.502986,126.578812,0.00092,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110636,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
49,11:07:37,9/2/22,Auto gsw+F,LI-COR Default,,49,LCOR-531,10,0.659115,2.916991,0.537633,8.103662,2.046672,1.821038,3.518657,1.471985,18.13047,20.376909,35.032173,0.441786,PSF-00336_20220902110737,0,0,0,120.239136,286.214661,0.579899,0.5,0.8,296.409119,55.24,49.15,27.59,26.71,100.44,156.1,153.6,1.6,1278,4.041,-26,169,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:57:40,9/2/22,-0.13,0.003,-0.001,0.02,0.431,1.233,2.383,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,257.374054,25,-20.282827,254.239075,257.238831,-2.999756,2.463553,2.459672,1.656892,0.923196,0.246012,-0.011343,0.332524,1.270642,120.239136,0.001228,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902110737,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
50,11:11:19,9/2/22,Auto gsw+F,LI-COR Default,,50,LCOR-477,10,0.522463,2.916646,0.443092,7.934401,2.015251,1.79418,3.762258,1.747007,17.861561,20.062382,37.454319,0.441786,PSF-00336_20220902111119,0,0,0,124.209526,193.647049,0.358578,0.5,0.8,237.308563,54.63,48.64,27.51,27.85,100.45,156.1,155.1,0.6,1655,4.041,13,161,120,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:11:07,9/2/22,-0.15,-0.002,0.001,0.009,-0.867,-2.157,-6.165,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,183.17485,25,-7.518036,182.058334,182.90686,-0.848526,2.462885,2.458901,1.656528,0.927154,0.246766,0.00334,0.344551,1.613707,124.209526,0.001162,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902111119,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
51,11:12:05,9/2/22,Auto gsw+F,LI-COR Default,,51,LCOR-586,10,0.322168,2.917737,0.290133,5.533759,1.939798,1.785636,3.800865,1.861066,17.777203,19.311996,37.84016,0.441786,PSF-00336_20220902111205,0,0,0,111.897469,192.169128,0.417714,0.5,0.8,276.301025,52.49,48.32,27.55,28.03,100.45,156.2,153,2,1654,4.039,-17,162,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:11:07,9/2/22,-0.15,0,0.002,0.012,-1.003,-1.751,-2.858,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,177.277557,25,-10.791785,174.868591,176.752106,-1.883514,2.462439,2.455972,1.657683,0.921922,0.246452,0.005074,0.347012,1.612923,111.897469,0.000908,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902111205,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
52,11:12:45,9/2/22,Auto gsw+F,LI-COR Default,,52,LCOR-578,10,0.360889,2.916609,0.321151,6.03089,1.969134,1.801024,3.8012,1.832066,17.930536,19.604197,37.843784,0.441786,PSF-00336_20220902111245,0,0,0,115.149376,228.691055,0.496485,0.5,0.8,304.794403,53.24,48.7,27.56,28.03,100.44,156.1,154.7,0.8,1535,4.039,-15,162,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:11:07,9/2/22,-0.15,0.003,0.004,0.021,-3.954,-1.021,3.457,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,202.538254,25,-18.903639,197.064041,201.685532,-4.62149,2.462951,2.456995,1.656489,0.926181,0.246323,0.004932,0.349124,1.504638,115.149376,0.000916,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902111245,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
53,11:13:16,9/2/22,Auto gsw+F,LI-COR Default,,53,LCOR-056,10,0.445225,2.917038,0.386269,7.25138,2.005748,1.803753,3.83661,1.830862,17.957037,19.967978,38.194893,0.441786,PSF-00336_20220902111316,0,0,0,188.182358,283.086884,0.335249,0.5,0.8,223.087158,54.22,48.76,27.56,28.19,100.45,156.1,154.4,1.1,1664,4.038,5,157,122,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,11:11:07,9/2/22,-0.15,0.001,0.002,0.004,-2.103,-3.703,-11.305,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.733246,25,-8.975671,269.605286,270.264343,-0.659058,2.463039,2.458329,1.656943,0.925215,0.246295,0.006831,0.350781,1.621979,188.182358,0.000914,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220902111316,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
