obs,time,elapsed,date,hhmmss,mdh,Air_temp,Air_VPD,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Csetpoint,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,PhiPS2_PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,,
47,1657256773,5734.5,20220708 00:06:12,12:06:12 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657256773,0.004377758,4.377757524,21.60037998,A_600,575.972,461.5701932,46.80238122,58.40251714,0.363864891,1.912995739,0.329335153,0.208663086,241.7390201,26.31343489,26.31343489,3.437349922,63.43664777,2.1264721,3.352119279,1.310877823,-193.0591068,-43.79405072,-4.896284533,-0.01042197,0,0,1,0,25815.2965,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.219501,21.60037998,#DIV/0!,0.017126583,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1261.219501,0.840807395,0.161158272,6,0.5,0: Broadleaf,2,1657256773,575.972,600.084,20.9715,16.6873,575.94,20.8231,600.245,101.298,0.100188,25.8888,25.601,999.9,0,0,4977.5,0,211.669,,
48,1657256869,5830.5,20220708 00:07:48,12:07:48 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657256869,0.004366784,4.366783822,23.06707583,A_800,773.563,649.0252105,65.80730568,78.43469865,0.366663954,1.915919196,0.331676276,0.210162261,241.7380031,26.54585997,26.54585997,3.484797729,64.37053565,2.187201837,3.397830724,1.297595891,-192.5751665,-44.22508703,-4.948361532,-0.010612034,0,0,1,0,25869.50517,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.211401,23.06707583,#DIV/0!,0.018289619,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1261.211401,0.8408076,0.161158669,6,0.5,0: Broadleaf,2,1657256869,773.563,799.997,21.5713,17.3005,773.647,21.4069,600.251,101.294,0.100067,26.1177,25.8339,999.9,0,0,4990,0,1848.86,,
49,1657256967,5929,20220708 00:09:27,12:09:27 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657256967,0.004492866,4.492866153,23.72279007,A_1000,971.944,843.853764,85.56330799,98.55113216,0.379719466,1.92009769,0.342404467,0.217049005,241.7033291,26.32695541,26.32695541,3.440094498,63.80268341,2.146277337,3.363929575,1.293817161,-198.1353973,-39.20736111,-4.368864619,-0.008294005,0,0,1,0,25989.67134,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.034401,23.72279007,#DIV/0!,0.018812167,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.79,1261.034401,0.840807313,0.161158115,6,0.5,0: Broadleaf,2,1657256967,971.944,1000.03,21.1673,16.7701,972.414,21.0137,600.077,101.296,0.0998954,25.9482,25.7293,999.9,0,0,5007.5,0,409.182,,
50,1657257068,6029.5,20220708 00:11:07,12:11:07 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657257068,0.00439931,4.399309825,24.03155104,A_1200,1170.859,1033.023914,104.7475092,118.7238381,0.36541099,1.917906176,0.33068226,0.209520912,241.7086961,26.44726107,26.44726107,3.46460013,63.68466365,2.152982989,3.380693036,1.311617142,-194.0095633,-42.91654978,-4.792549688,-0.00996666,0,0,1,0,25926.88826,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.059901,24.03155104,#DIV/0!,0.019056629,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.82,1261.059901,0.840807497,0.16115847,6,0.5,0: Broadleaf,2,1657257068,1170.859,1200.03,21.2328,16.9286,1171.61,21.1888,600.237,101.299,0.09992,26.0322,25.8037,999.9,0,0,4998.12,0,331.923,,
51,1657257181,6143,20220708 00:13:01,12:13:01 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657257181,0.004648864,4.648863714,24.29724089,A_1500,1468.908,1330.467463,134.9132803,148.9515544,0.390361239,1.910823912,0.350870907,0.222508516,241.7432291,26.45053084,26.45053084,3.465268289,63.49442744,2.158989763,3.400282277,1.306278526,-205.0148898,-33.03021565,-3.704073798,-0.005950158,0,0,1,0,25739.47354,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.244401,24.29724089,#DIV/0!,0.019264499,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.04,1261.244401,0.840807179,0.161157855,6,0.5,0: Broadleaf,2,1657257181,1468.908,1500.03,21.2912,16.7419,1470.12,21.1393,600.077,101.303,0.0999159,26.1299,25.9268,999.9,0,0,4968.12,0,309.769,,
52,1657257287,6249,20220708 00:14:47,12:14:47 PM,7 7 12,20.325,0.8,none,Carlos,9,14,30,28.8,29.4,CH,25,LC-102 5C,5C,large,15,LCOR-269,1657257287,0.004538018,4.538018305,24.71177222,A_2000,1966.59,1814.004815,183.9492871,199.4221986,0.381850914,1.921093224,0.344155538,0.218173059,241.7416331,26.50243922,26.50243922,3.475890525,63.95400334,2.176031138,3.402494017,1.299859388,-200.1266072,-37.44460909,-4.177983342,-0.00756659,0,0,1,0,25997.7143,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.236001,24.71177222,#DIV/0!,0.019593298,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1261.236001,0.840807184,0.161157866,6,0.5,0: Broadleaf,2,1657257287,1966.59,2000.21,21.4588,17.0203,1968.24,21.3024,600.289,101.305,0.100071,26.1409,25.9153,999.9,0,0,5011.25,0,352.225,,
53,1657257894,6855.5,20220708 00:24:53,12:24:53 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657257894,0.003975896,3.975896055,14.46233068,A_410,394.001,310.457137,31.48288175,39.95490975,0.328395029,1.91756754,0.300049556,0.189873394,241.7480171,25.85121777,25.85121777,3.344665655,63.01764449,2.036579736,3.231761124,1.308085919,-175.337016,-59.79677197,-6.633493663,-0.019264593,0,0,1,0,25983.96132,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.269601,14.46233068,#DIV/0!,0.011466486,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.07,1261.269601,0.840807163,0.161157824,6,0.5,0: Broadleaf,2,1657257894,394.001,410.021,20.083,16.1891,394.029,20.047,600.331,101.308,0.100143,25.2728,24.884,999.9,0,0,4996.25,0,178.812,,
54,1657258164,7126,20220708 00:29:24,12:29:24 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258164,0.004192256,4.192255856,14.51448024,A_400a,383.899,303.7898196,30.80520758,38.92852105,0.34584687,1.917805815,0.314565664,0.199177721,241.7368451,26.19405041,26.19405041,3.413198541,63.31042938,2.098515384,3.314644055,1.314683157,-184.8784833,-51.17428306,-5.698222308,-0.014143562,0,0,1,0,25953.10302,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.210801,14.51448024,#DIV/0!,0.01150837,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1261.210801,0.8408072,0.161157897,6,0.5,0: Broadleaf,2,1657258164,383.899,400.017,20.6948,16.5908,383.909,20.5508,600.219,101.303,0.100028,25.6991,25.5039,999.9,0,0,4997.5,0,162.983,,
54,1657258164,7126,20220708 00:29:24,12:29:24 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258164,0.004107709,4.107708308,10.61560165,A_300,288.2045,228.667024,23.18744971,29.22471004,0.337439214,1.919431912,0.307596885,0.19470874,241.7325656,26.32578757,26.32578757,3.439948181,63.66466138,2.122881788,3.334364599,1.317066394,-181.1499364,-54.52534282,-6.073386285,-0.016099924,0,0,1,0,25985.55649,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0.5,1261.189651,10.61560165,#DIV/0!,0.008417082,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.975,1261.189651,0.840807114,0.16115773,6,0.5,#DIV/0!,2,1657258202,288.2045,300.008,20.9352,16.9148,288.1515,20.78485,600.1985,101.3025,0.100014,25.7989,25.5883,999.9,0,0,5004.375,0,156.4325,,
55,1657258240,7201.9,20220708 00:30:40,12:30:40 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258240,0.004023161,4.02316076,6.716723059,A_200,192.51,153.5442283,15.56969184,19.52089902,0.329031558,1.921058009,0.300628106,0.190239758,241.7282861,26.45752472,26.45752472,3.466697821,64.01889338,2.147248191,3.354085143,1.31944963,-177.4213895,-57.87640257,-6.448550262,-0.018056285,0,0,1,0,26018.00995,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.168501,6.716723059,#DIV/0!,0.005325794,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.168501,0.840807027,0.161157563,6,0.5,0: Broadleaf,2,1657258240,192.51,199.999,21.1756,17.2388,192.394,21.0189,600.178,101.302,0.1,25.8987,25.6727,999.9,0,0,5011.25,0,149.882,,
56,1657258337,7298.4,20220708 00:32:16,12:32:16 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258337,0.004088035,4.088035251,2.040215013,A_100,97.5411,84.92268547,8.611456169,9.891007363,0.330874507,1.923304397,0.302197255,0.191242268,241.7086961,26.98413585,26.98413585,3.5758262,64.73789848,2.243430397,3.465405041,1.332395803,-180.2823546,-55.25968496,-6.18313837,-0.016481818,0,0,1,0,26026.61126,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.059901,2.040215013,#DIV/0!,0.001617857,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.82,1261.059901,0.840807497,0.16115847,6,0.5,0: Broadleaf,2,1657258337,97.5411,99.9794,22.1238,18.1273,97.4271,21.9417,600.164,101.304,0.0994839,26.4512,26.2747,999.9,0,0,5020.62,0,570.534,,
57,1657258435,7396.4,20220708 00:33:54,12:33:54 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258435,0.004185829,4.185829155,-0.543642471,A_50,50.3098,51.93860704,5.266475603,5.101317679,0.351928509,1.915669063,0.319559971,0.202384494,241.7230601,27.09364692,27.09364692,3.598892805,66.07410947,2.309402361,3.495169863,1.289490444,-184.5950657,-51.36477141,-5.777589729,-0.014366806,0,0,1,0,25821.71377,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.135501,-0.543642471,#DIV/0!,-0.000431074,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1261.135501,0.840807449,0.161158376,6,0.5,0: Broadleaf,2,1657258435,50.3098,49.9769,22.7756,18.687,50.1388,22.5756,600.278,101.298,0.100091,26.5963,26.4529,999.9,0,0,4988.75,0,141.272,,
58,1657258538,7499.9,20220708 00:35:38,12:35:38 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258538,0.004237739,4.237739183,-2.823259526,A_0,6.53282,20.13131443,2.041153488,0.662375444,0.353947099,1.916636839,0.321239528,0.203460884,241.7380031,27.00296458,27.00296458,3.579782934,65.53087529,2.280893321,3.480639182,1.298889613,-186.884298,-49.32595136,-5.540982453,-0.013228712,0,0,1,0,25852.45064,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.211401,-2.823259526,#DIV/0!,-0.00223853,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1261.211401,0.8408076,0.161158669,6,0.5,0: Broadleaf,2,1657258538,6.53282,3.73806,22.4958,18.3546,6.26482,22.4128,600.175,101.292,0.099963,26.5256,26.3925,999.9,0,0,4993.12,0,1463.37,,
59,1657258646,7607.9,20220708 00:37:26,12:37:26 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258646,0.004421427,4.42142749,13.78020678,A_400b,384.724,312.8005925,31.71396591,39.00607644,0.372079867,1.918952561,0.336156164,0.213035429,241.7395991,26.54829809,26.54829809,3.485298467,64.33449145,2.189080739,3.40265492,1.296217728,-194.9849523,-42.06443064,-4.699787325,-0.009571191,0,0,1,0,25944.30016,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.219801,13.78020678,#DIV/0!,0.010926095,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1261.219801,0.840807595,0.161158658,6,0.5,0: Broadleaf,2,1657258646,384.724,400.2,21.5913,17.2668,384.629,21.4257,600.203,101.287,0.100167,26.1417,26.0911,999.9,0,0,5003.12,0,214.82,,
60,1657258750,7711.4,20220708 00:39:09,12:39:09 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258750,0.00441321,4.413210078,12.66671629,A_400c,385.723,320.1173172,32.45274566,39.1036965,0.3793748,1.914396968,0.342024705,0.216813948,241.7458421,26.36315936,26.36315936,3.44745308,64.65934362,2.175635623,3.36476602,1.271817457,-194.6225644,-42.39404971,-4.738983792,-0.009755841,0,0,1,0,25845.99895,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.260901,12.66671629,#DIV/0!,0.010042899,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.06,1261.260901,0.840806968,0.161157448,6,0.5,0: Broadleaf,2,1657258750,385.723,400.089,21.4607,17.1431,385.618,21.2985,600.125,101.278,0.0996635,25.9524,25.8258,999.9,0,0,4984.38,0,260.784,,
61,1657258825,7786.9,20220708 00:40:25,12:40:25 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258825,0.004381124,4.381123935,15.61102678,A_600,581.842,495.428522,50.22548488,58.98589862,0.362470614,1.91691936,0.328254751,0.207963561,241.7298821,26.41883489,26.41883489,3.458796157,63.5272762,2.143117888,3.373539708,1.315678268,-193.2075655,-43.65651585,-4.876122311,-0.010321633,0,0,1,0,25905.90442,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.176901,15.61102678,#DIV/0!,0.012378142,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1261.176901,0.840807022,0.161157552,6,0.5,0: Broadleaf,2,1657258825,581.842,600,21.1399,16.8519,581.74,20.9863,600.071,101.278,0.0998631,25.9964,25.8652,999.9,0,0,4995,0,152.54,,
62,1657258922,7883.9,20220708 00:42:02,12:42:02 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657258922,0.004408099,4.408099178,16.39179634,A_800,780.185,687.3865491,69.68178844,79.08895829,0.369268418,1.911950519,0.333741587,0.211494875,241.7358281,26.71486598,26.71486598,3.519657152,64.5884218,2.218618702,3.43500993,1.30103845,-194.3971737,-42.56732554,-4.781212845,-0.009884048,0,0,1,0,25754.34446,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.202701,16.39179634,#DIV/0!,0.012996956,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.99,1261.202701,0.840807406,0.161158293,6,0.5,0: Broadleaf,2,1657258922,780.185,800.008,21.8859,17.576,780.292,21.7124,600.24,101.272,0.100057,26.3019,26.2659,999.9,0,0,4974.38,0,159.566,,
63,1657259024,7985.9,20220708 00:43:44,12:43:44 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657259024,0.00426897,4.268969711,17.46283018,A_1000,978.461,874.7493409,88.66843247,99.18110143,0.359629685,1.923132937,0.326019429,0.206519496,241.7314781,26.90174923,26.90174923,3.558558057,65.53984935,2.269427032,3.462667453,1.289131024,-188.2615643,-48.10222937,-5.380172378,-0.012487934,0,0,1,0,26025.03787,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.185301,17.46283018,#DIV/0!,0.013846364,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.97,1261.185301,0.840807017,0.161157542,6,0.5,0: Broadleaf,2,1657259024,978.461,1000.09,22.3888,18.2175,978.91,22.2015,600.301,101.264,0.100389,26.4378,26.6226,999.9,0,0,5021.88,0,1908.31,,
64,1657259129,8090.9,20220708 00:45:29,12:45:29 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657259129,0.004499077,4.499077057,16.83475814,A_1200,1177.794,1077.098031,109.1846401,119.3921168,0.380803107,1.914142068,0.343181664,0.21755811,241.7102921,26.14105867,26.14105867,3.40252593,63.40581344,2.1097175,3.327325029,1.29280843,-198.4092982,-38.96225297,-4.34697239,-0.008231476,0,0,1,0,25856.25981,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.068301,16.83475814,#DIV/0!,0.013349601,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.83,1261.068301,0.840807492,0.161158459,6,0.5,0: Broadleaf,2,1657259129,1177.794,1199.92,20.8122,16.4083,1178.4,20.6672,600.21,101.269,0.100269,25.7635,25.836,999.9,0,0,4983.75,0,2089.2,,
65,1657259233,8194.9,20220708 00:47:13,12:47:13 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657259233,0.004428739,4.428738742,16.91306535,A_1500,1476.436,1363.901272,138.2598873,149.667633,0.359064277,1.918617811,0.325483383,0.206181874,241.7342321,26.25063062,26.25063062,3.424626132,62.2882577,2.082776466,3.343770628,1.341849666,-195.3073785,-41.78117862,-4.655102268,-0.009427351,0,0,1,0,25962.0887,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.194301,16.91306535,#DIV/0!,0.013410357,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.98,1261.194301,0.840807411,0.161158303,6,0.5,0: Broadleaf,2,1657259233,1476.436,1499.88,20.5461,16.2098,1477.44,20.5171,600.2,101.271,0.0998911,25.8467,26.26,999.9,0,0,5002.5,0,152.585,,
66,1657259344,8305.9,20220708 00:49:04,12:49:04 PM,7 7 12,20.325,0.8,none,Carlos,15,4,26.4,24.9,25.65,CH,25,LC-102 2H,2H,large,10,LCOR-211,1657259344,0.004390263,4.39026309,17.5156711,A_2000,1973.727,1849.874291,187.5291915,200.0846384,0.364773232,1.918652983,0.33017159,0.209191863,241.7065211,26.40148784,26.40148784,3.455258458,63.61909315,2.144526822,3.370885557,1.310731636,-193.6106022,-43.27737706,-4.828665585,-0.01012382,0,0,1,0,25951.01319,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.051201,17.5156711,#DIV/0!,0.013889738,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.81,1261.051201,0.840807303,0.161158094,6,0.5,0: Broadleaf,2,1657259344,1973.727,1999.9,21.1546,16.8585,1975.05,21.0059,600.18,101.274,0.100019,25.9831,26.5275,999.9,0,0,5002.5,0,119.801,,
67,1657260026,8987.9,20220708 01:00:26,1:00:26 PM,7 7 13,21.35,0.98,none,Carlos,9,19,33.2,30.9,32.05,CH,25,LC-102 7,7,large,11,LCOR-152,1657260026,0.003942072,3.942072181,18.1639207,A_410,390.331,288.5110477,29.24996408,39.57272285,0.331570841,1.912511762,0.30263107,0.191533609,241.6847561,26.82828997,26.82828997,3.543222517,66.05940251,2.260413524,3.421789236,1.282808993,-173.8453832,-61.00757527,-6.85208743,-0.020289818,0,0,1,0,25773.72284,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1260.933901,18.1639207,#DIV/0!,0.014405133,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.67,1260.933901,0.840807578,0.161158626,6,0.5,0: Broadleaf,2,1657260026,390.331,410.023,22.2959,18.4438,390.361,22.2109,600.324,101.282,0.100475,26.2366,26.0087,999.9,0,0,4976.25,0,149.138,,
68,1657260241,9202.5,20220708 01:04:00,1:04:00 PM,7 7 13,21.35,0.98,none,Carlos,9,19,33.2,30.9,32.05,CH,25,LC-102 7,7,large,11,LCOR-152,1657260241,0.004048387,4.048386985,17.9348442,A_400a,380.475,278.489528,28.23353948,38.57292593,0.326539398,1.925257864,0.298600475,0.18893589,241.7380031,27.05982597,27.05982597,3.591755187,64.89332454,2.256892544,3.477850087,1.334862643,-178.533866,-56.86132348,-6.360236906,-0.017423327,0,0,1,0,26071.53213,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.211401,17.9348442,#DIV/0!,0.014220331,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1261.211401,0.8408076,0.161158669,6,0.5,0: Broadleaf,2,1657260241,380.475,399.94,22.2615,18.3053,380.484,22.0748,600.313,101.281,0.0999736,26.512,26.5195,999.9,0,0,5030,0,145.218,,
68,1657260241,9202.5,20220708 01:04:00,1:04:00 PM,7 7 13,21.35,0.98,none,Carlos,9,19,33.2,30.9,32.05,CH,25,LC-102 7,7,large,11,LCOR-152,1657260241,0.004025142,4.025141533,12.93477548,A_300,285.8865,212.9087664,21.58525078,28.98390976,0.333072701,1.922025767,0.30400268,0.192401545,241.7331446,27.02764984,27.02764984,3.584981752,65.74786088,2.280903303,3.469278723,1.30407845,-177.5087416,-57.77176069,-6.470690332,-0.018048012,0,0,1,0,25993.51976,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0.5,1261.189951,12.93477548,#DIV/0!,0.010255942,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.975,1261.189951,0.840807314,0.161158116,6,0.5,#DIV/0!,2,1657260279,285.8865,299.968,22.4978,18.56475,285.8395,22.3046,600.2345,101.2835,0.099868,26.4701,26.625,999.9,0,0,5016.25,0,142.071,,
69,1657260316,9278,20220708 01:05:16,1:05:16 PM,7 7 13,21.35,0.98,none,Carlos,9,19,33.2,30.9,32.05,CH,25,LC-102 7,7,large,11,LCOR-152,1657260316,0.004001896,4.00189608,7.934706764,A_200,191.298,147.3280047,14.93696208,19.39489358,0.339606003,1.918793669,0.309404885,0.195867199,241.7282861,26.9954737,26.9954737,3.578208317,66.60239721,2.304914061,3.460707358,1.273294256,-176.4836171,-58.6821979,-6.581143758,-0.018672697,0,0,1,0,25915.50739,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.168501,7.934706764,#DIV/0!,0.006291552,#DIV/0!,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1261.168501,0.840807027,0.161157563,6,0.5,0: Broadleaf,2,1657260316,191.298,199.996,22.7341,18.8242,191.195,22.5344,600.156,101.286,0.0997624,26.4282,26.7305,999.9,0,0,5002.5,0,138.924,,
