SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
114,13:12:14,8/15/22,Auto gsw+F,LI-COR Default,,114,LCOR-412,11,0.828061,2.918167,0.645028,15.945681,2.065636,1.619545,4.481975,2.416339,16.032166,20.448097,44.367867,0.441786,PSF-00336_20220815131214,0,0,0,139.862183,277.173309,0.495398,0.5,0.8,401.482391,42.66,33.44,32.25,30.89,101.02,156.3,154,1.5,2026,3.873,13:05:23,8/15/22,-0.42,-0.003,-0.001,0.01,-1.183,-2.16,-6.999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,247.129791,25,-21.100124,245.053772,247.029907,-1.976135,2.440705,2.441625,1.658139,0.924192,0.204736,-0.018044,0.553059,1.952112,139.862183,0.002638,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131214,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
115,13:13:15,8/15/22,Auto gsw+F,LI-COR Default,,115,LCOR-509,11,0.527479,2.916677,0.446695,12.601539,2.101228,1.748381,4.853121,2.751893,17.30637,20.799038,48.038696,0.441786,PSF-00336_20220815131315,0,0,0,138.718842,294.919098,0.529638,0.5,0.8,409.24234,43.32,36.05,32.28,32.29,101.03,156.1,155.1,0.6,1932,3.873,13:05:23,8/15/22,-0.42,-0.001,0,0.021,-0.154,1.105,2.484,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,248.593567,25,-34.74424,235.389954,245.283875,-9.893921,2.444394,2.442539,1.65656,0.927052,0.204506,-0.000861,0.554308,1.866178,138.718842,0.002912,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131315,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
116,13:13:58,8/15/22,Auto gsw+F,LI-COR Default,,116,LCOR-549,11,0.731993,2.916789,0.585146,14.708228,2.068501,1.656586,4.524887,2.456386,16.39851,20.476055,44.791771,0.441786,PSF-00336_20220815131358,0,0,0,138.655548,230.850388,0.399371,0.5,0.8,321.046814,42.6,34.12,32.3,31.05,101.02,156.1,155.2,0.6,2010,3.871,13:05:23,8/15/22,-0.42,-0.004,-0.003,0.005,-1.539,-4.139,-12.415,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,211.627014,25,-14.116614,208.49704,210.683548,-2.186508,2.441659,2.44154,1.656679,0.927355,0.204361,-0.016556,0.554987,1.937217,138.655548,0.002771,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131358,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
117,13:14:48,8/15/22,Auto gsw+F,LI-COR Default,,117,LCOR-466,10,0.632614,2.91852,0.519917,12.700302,1.984987,1.629411,4.375522,2.390535,16.125992,19.645067,43.303772,0.441786,PSF-00336_20220815131448,0,0,0,118.91198,270.03772,0.559647,0.5,0.8,430.967041,40.92,33.59,32.28,30.46,101.04,156.3,155.3,0.7,1925,3.871,13:05:23,8/15/22,-0.42,0.007,0.004,0.01,-3.584,-3.07,-11.318,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,247.45488,25,-15.7731,245.880966,247.504456,-1.623489,2.440905,2.4392,1.658513,0.927482,0.204484,-0.023652,0.555713,1.860226,118.91198,0.00275,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131448,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
118,13:15:24,8/15/22,Auto gsw+F,LI-COR Default,,118,LCOR-547,10,0.52766,2.915413,0.446795,9.702599,1.897706,1.625159,4.027555,2.129849,16.084316,18.781725,39.860989,0.441786,PSF-00336_20220815131524,0,0,0,94.489578,248.27124,0.61941,0.5,0.8,455.062805,39.13,33.51,32.27,29.02,101.04,155.9,154.9,0.7,1837,3.869,13:05:23,8/15/22,-0.42,0.002,0.002,0.013,-0.389,1.151,3.561,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,231.96817,25,-11.212292,232.144836,232.253494,-0.108658,2.4408,2.436704,1.655227,0.926478,0.204538,-0.041234,0.556247,1.779624,94.489578,0.002799,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131524,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
119,13:16:35,8/15/22,Auto gsw+F,LI-COR Default,,119,LCOR-598,11,0.578351,2.915986,0.482627,13.290425,2.042329,1.669816,4.730719,2.68839,16.53079,20.218573,46.833004,0.441786,PSF-00336_20220815131635,0,0,0,115.153313,205.12822,0.438628,0.5,0.8,350.468079,41.95,34.3,32.34,31.84,101.01,156,155,0.7,1998,3.995,13:16:03,8/15/22,-0.72,0,0,0.009,-1.069,-3.231,-11.775,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,181.842331,25,-17.172356,176.513321,180.595993,-4.082672,2.44191,2.441046,1.655831,0.926723,0.203988,-0.007361,0.5573,1.926124,115.153313,0.002774,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131635,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
120,14:04:16,8/15/22,Auto gsw+F,LI-COR Default,,120,LCOR-599,10,0.496941,2.916863,0.424602,12.029738,1.924308,1.587136,4.69101,2.766702,15.720248,19.059864,46.463463,0.441786,PSF-00336_20220815140416,0,0,0,112.075211,186.376495,0.398662,0.5,0.8,312.599976,42.98,35.45,30.86,31.69,100.96,156.1,154.2,1.2,1960,3.992,14:03:47,8/15/22,-0.43,0.005,0.004,0.012,-2.626,-2.224,-10.106,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,167.764664,25,-13.632257,163.23996,166.901611,-3.661652,2.443831,2.442426,1.656758,0.92469,0.216164,0.009339,0.580648,1.892224,112.075211,0.002386,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140416,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
121,14:04:56,8/15/22,Auto gsw+F,LI-COR Default,,121,LCOR-316,11,0.333509,2.915586,0.299275,9.549473,1.833959,1.565806,4.947135,3.113176,15.509828,18.165972,49.00301,0.441786,PSF-00336_20220815140456,0,0,0,106.516602,165.124802,0.354933,0.5,0.8,280.424774,40.67,34.72,30.99,32.63,100.96,155.9,154.5,0.9,1975,3.991,14:03:47,8/15/22,-0.43,0,-0.001,0.004,-0.985,-3.022,-13.942,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,148.36586,25,-13.043912,142.57515,146.490417,-3.915268,2.442766,2.439162,1.655409,0.925651,0.215077,0.019617,0.581942,1.905786,106.516602,0.002371,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140456,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
122,14:05:47,8/15/22,Auto gsw+F,LI-COR Default,,122,LCOR-100,10,0.303483,2.917475,0.274888,8.635933,1.819399,1.577218,4.88578,3.066381,15.622558,18.021391,48.394306,0.441786,PSF-00336_20220815140547,0,0,0,103.938461,172.40358,0.397121,0.5,0.8,307.538391,39.98,34.66,31.15,32.41,100.96,156.2,130.4,16.5,1936,3.989,14:03:47,8/15/22,-0.43,0.002,0.002,-9999,-0.917,-3.192,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,152.402039,25,-15.013269,146.391754,150.955795,-4.564041,2.442641,2.438156,1.657405,0.866876,0.213722,0.014791,0.583637,1.870131,103.938461,0.002336,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140547,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
123,14:06:52,8/15/22,Auto gsw+F,LI-COR Default,,123,LCOR-304,11,0.666401,2.918926,0.542538,10.896817,1.896373,1.591287,3.8668,1.970427,15.757424,18.778481,38.290264,0.441786,PSF-00336_20220815140652,0,0,0,105.690125,336.225037,0.685657,0.5,0.8,455.82724,41.35,34.7,31.29,28.32,100.99,156.4,155.1,0.8,1662,3.987,14:03:47,8/15/22,-0.43,0.002,-0.002,0.012,-0.896,-0.78,-9.325,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,300.064453,25,-24.889244,302.042847,300.668549,1.374298,2.442681,2.440056,1.658944,0.927017,0.212609,-0.037392,0.584863,1.620536,105.690125,0.00235,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140652,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
124,14:07:46,8/15/22,Auto gsw+F,LI-COR Default,,124,LCOR-494,11,0.374525,2.919686,0.331945,9.854295,1.807653,1.531688,4.708723,2.90107,15.168006,17.900833,46.629559,0.441786,PSF-00336_20220815140746,0,0,0,155.758743,227.433578,0.315146,0.5,0.8,244.993805,39.12,33.14,31.42,31.75,100.98,156.5,154.4,1.3,1943,3.985,14:03:47,8/15/22,-0.43,-0.001,-0.001,0.004,-1.653,-4.118,-12.461,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,214.891083,25,-9.336887,212.834351,214.095001,-1.260651,2.440427,2.436884,1.659753,0.925332,0.211474,0.003179,0.585743,1.876911,155.758743,0.002491,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140746,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
125,14:08:35,8/15/22,Auto gsw+F,LI-COR Default,,125,LCOR-439,11,0.617382,2.916493,0.509523,13.414786,1.951903,1.575873,4.524993,2.57309,15.60734,19.331518,44.815228,0.441786,PSF-00336_20220815140835,0,0,0,121.775505,271.815308,0.551992,0.5,0.8,380.325745,41.97,33.88,31.53,31.05,100.97,156.1,153.5,1.6,1723,3.984,14:03:47,8/15/22,-0.43,-0.002,0.001,0.013,0.489,0.869,-0.4,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,230.268005,25,-29.501133,222.630493,229.670319,-7.039825,2.441468,2.440858,1.656366,0.923111,0.210551,-0.006979,0.586206,1.675645,121.775505,0.002376,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140835,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
126,14:09:51,8/15/22,Auto gsw+F,LI-COR Default,,126,LCOR-378,12,0.655359,2.917189,0.535138,14.358244,1.93198,1.529648,4.55405,2.62207,15.149715,19.13443,45.103558,0.441786,PSF-00336_20220815140951,0,0,0,113.428116,188.040054,0.396787,0.5,0.8,329.773651,41.23,32.64,31.67,31.17,100.97,156.1,154.7,0.9,2078,3.982,14:03:47,8/15/22,-0.43,0.001,-0.001,0.007,-1.217,-3.274,-11.477,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,166.615967,25,-15.998404,161.018723,165.184921,-4.166199,2.43966,2.43979,1.657103,0.926169,0.209444,-0.007263,0.58739,1.999213,113.428116,0.002386,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815140951,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
127,14:11:00,8/15/22,Auto gsw+F,LI-COR Default,,127,LCOR-1239,10,0.466165,2.917372,0.401939,11.733094,1.885874,1.55698,4.736752,2.850878,15.419685,18.676916,46.910839,0.441786,PSF-00336_20220815141100,0,0,0,229.946136,332.062775,0.307522,0.5,0.8,252.176315,40.21,33.2,31.68,31.86,100.97,156.2,155.2,0.6,2050,3.979,14:03:47,8/15/22,-0.43,-0.002,0.001,0.009,-2.081,-4.238,-9.063,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,316.911926,25,-10.871143,317.404755,316.532379,0.872375,2.440459,2.438368,1.657296,0.927427,0.209334,0.001239,0.587373,1.973978,229.946136,0.002339,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141100,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
128,14:12:02,8/15/22,Auto gsw+F,LI-COR Default,,128,LCOR-371,12,0.503708,2.9161,0.429516,11.879525,1.922281,1.58909,4.624322,2.702041,15.738507,19.038475,45.79977,0.441786,PSF-00336_20220815141202,0,0,0,144.712326,258.01474,0.439132,0.5,0.8,358.764954,40.85,33.77,31.74,31.43,100.97,156,155.2,0.6,2042,3.976,14:03:47,8/15/22,-0.43,0,0,0.01,-2.574,-0.907,11.747,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,218.789581,25,-31.77424,202.333328,212.622421,-10.289093,2.441262,2.439245,1.655952,0.927183,0.208837,-0.00483,0.587654,1.967058,144.712326,0.002339,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141202,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
129,14:14:35,8/15/22,Auto gsw+F,LI-COR Default,,129,LCOR-234,13,0.526794,2.917312,0.446218,12.374621,1.884714,1.53783,4.594974,2.71026,15.230643,18.666168,45.50853,0.441786,PSF-00336_20220815141435,0,0,0,119.680527,209.886795,0.429785,0.5,0.8,352.562775,39.37,32.13,32.04,31.32,100.97,156.2,154.8,0.9,2051,3.975,14:14:08,8/15/22,-0.43,0.001,0.001,0.005,-1.328,-3.552,-12.597,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,185.933228,25,-17.686815,180.936096,184.619614,-3.683517,2.43885,2.437109,1.657233,0.926334,0.206384,-0.010022,0.588701,1.974653,119.680527,0.002416,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141435,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
130,14:15:52,8/15/22,Auto gsw+F,LI-COR Default,,130,LCOR-461,10,0.320738,2.916473,0.28896,9.538638,1.834385,1.566707,5.053478,3.219093,15.517792,18.169064,50.053272,0.441786,PSF-00336_20220815141552,0,0,0,113.84761,184.088882,0.381562,0.5,0.8,315.166626,38.15,32.59,32.12,33,100.96,156.1,150.8,3.4,2065,3.972,14:14:08,8/15/22,-0.43,0.003,0.001,0,-1.557,-3.476,-12.306,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,167.483215,25,-11.880906,164.983749,167.115952,-2.132202,2.439497,2.435375,1.656345,0.91628,0.205755,0.010206,0.588897,1.987559,113.84761,0.002438,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141552,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
131,14:17:03,8/15/22,Auto gsw+F,LI-COR Default,,131,LCOR-519,10,0.340833,2.916743,0.305173,9.824267,1.871657,1.596141,5.010924,3.139267,15.810143,18.539198,49.634365,0.441786,PSF-00336_20220815141703,0,0,0,110.980156,177.159637,0.373558,0.5,0.8,303.078644,38.76,33.05,32.2,32.85,100.96,156.1,154.2,1.2,2028,3.971,14:14:08,8/15/22,-0.43,0.003,0.003,-0.002,-1.725,-4.01,-13.877,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,161.685349,25,-11.260636,158.870819,161.072815,-2.201996,2.440157,2.436215,1.65663,0.924768,0.20514,0.007326,0.589293,1.954172,110.980156,0.002358,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141703,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
132,14:18:36,8/15/22,Auto gsw+F,LI-COR Default,,132,LCOR-490,12,0.585691,2.915927,0.487727,12.555941,1.921111,1.568902,4.438505,2.517395,15.538875,19.027256,43.960289,0.441786,PSF-00336_20220815141836,0,0,0,149.826767,298.986145,0.498884,0.5,0.8,313.894836,39.64,32.37,32.26,30.71,100.97,156,154.7,0.8,1573,3.968,14:14:08,8/15/22,-0.43,0.005,0.003,0.024,-1.523,-2.42,-1.973,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,271.545776,25,-19.598705,268.787018,270.987671,-2.200653,2.439166,2.437437,1.655769,0.926002,0.204624,-0.020338,0.589424,1.539452,149.826767,0.002393,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141836,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
133,14:19:33,8/15/22,Auto gsw+F,LI-COR Default,,133,LCOR-155,11,0.344445,2.917404,0.308072,7.60658,1.808528,1.595167,4.226887,2.41836,15.799519,17.912777,41.865707,0.441786,PSF-00336_20220815141933,0,0,0,103.408096,362.33844,0.714609,0.5,0.8,498.499695,37.28,32.88,32.28,29.86,100.96,156.2,154.8,0.9,1744,3.967,14:14:08,8/15/22,-0.43,0.002,0.002,0.012,1.361,1.707,2.856,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,337.802765,25,-16.532019,343.121063,338.720978,4.400085,2.439896,2.434109,1.65733,0.926224,0.204486,-0.031074,0.589287,1.695175,103.408096,0.002497,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815141933,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
134,14:20:33,8/15/22,Auto gsw+F,LI-COR Default,,134,LCOR-102,12,0.551426,2.918561,0.463797,9.666784,1.770002,1.498974,3.816287,2.046286,14.845623,17.529846,37.795967,0.441786,PSF-00336_20220815142033,0,0,0,113.757492,387.701538,0.706585,0.5,0.8,186.390884,36.57,30.97,32.24,28.1,100.97,156.3,155,0.9,659,3.966,14:14:08,8/15/22,-0.43,-0.003,-0.004,0.012,-2.184,-0.944,-3.677,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,361.411224,25,-17.528099,364.905609,362.661102,2.244507,2.437144,2.433109,1.658557,0.926732,0.20481,-0.052054,0.588597,0.70743,113.757492,0.002392,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142033,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
135,14:22:19,8/15/22,Auto gsw+F,LI-COR Default,,135,LCOR-025,11,0.288964,2.918947,0.262935,8.868032,1.85372,1.605403,5.140817,3.287097,15.901569,18.361166,50.919975,0.441786,PSF-00336_20220815142219,0,0,0,112.357376,200.096252,0.438483,0.5,0.8,341.40863,38.28,33.15,32.25,33.31,100.96,156.4,153.5,1.9,1947,3.963,14:14:08,8/15/22,-0.43,0.001,0,-0.002,-1.265,-2.825,-11.411,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,174.222702,25,-19.620598,166.473267,172.066483,-5.593216,2.440283,2.435522,1.658967,0.922947,0.204724,0.012474,0.588067,1.879678,112.357376,0.00234,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142219,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
136,14:24:04,8/15/22,Auto gsw+F,LI-COR Default,,136,LCOR-432,12,0.364849,2.916805,0.324286,10.109018,1.797942,1.514227,4.841764,3.043823,14.997948,17.808058,47.956188,0.441786,PSF-00336_20220815142404,0,0,0,116.738319,179.383759,0.349226,0.5,0.8,287.041443,37.37,31.47,32.13,32.25,100.96,156.1,147.5,5.5,2055,3.961,14:14:08,8/15/22,-0.43,0.001,-0.002,-0.002,-1.135,-3.1,-13.04,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,166.837692,25,-8.732123,165.897125,166.909149,-1.012024,2.437888,2.434262,1.656696,0.90811,0.20565,0.000416,0.589032,1.978327,116.738319,0.002255,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142404,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
137,14:24:49,8/15/22,Auto gsw+F,LI-COR Default,,137,LCOR-523,13,0.679935,2.918856,0.551472,14.416218,1.961903,1.558592,4.516728,2.554826,15.43611,19.430454,44.73315,0.441786,PSF-00336_20220815142449,0,0,0,147.335175,265.42157,0.444901,0.5,0.8,357.082092,40.92,32.51,32.07,31.02,100.97,156.3,154.2,1.4,2007,3.96,14:24:32,8/15/22,-0.46,0.001,0.004,0.011,-0.646,-1.381,-6.361,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,239.190811,25,-19.120733,235.195404,238.105911,-2.910507,2.439392,2.439308,1.658871,0.924825,0.206147,-0.01415,0.58907,1.93432,147.335175,0.002299,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142449,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
138,14:25:28,8/15/22,Auto gsw+F,LI-COR Default,,138,LCOR-311,12,0.421465,2.916974,0.368256,11.06164,1.859798,1.549582,4.792586,2.932788,15.34809,18.420681,47.468967,0.441786,PSF-00336_20220815142528,0,0,0,125.150085,225.036453,0.443868,0.5,0.8,356.716187,38.84,32.36,32.05,32.06,100.96,156.1,155.2,0.6,2009,3.96,14:24:32,8/15/22,-0.46,0,-0.001,-9999,-0.375,2.801,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.891739,25,-22.154583,187.326187,193.386673,-6.060486,2.439187,2.4364,1.656875,0.927399,0.206338,-0.000786,0.589129,1.936699,125.150085,0.002312,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142528,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
139,14:26:08,8/15/22,Auto gsw+F,LI-COR Default,,139,LCOR-492,139,0.529921,2.919263,0.448506,9.303657,1.813459,1.552877,3.849184,2.035725,15.379812,17.960642,38.12262,0.441786,PSF-00336_20220815142608,0,0,0,112.670303,340.937988,0.669528,0.5,0.8,421.593689,37.96,32.51,32.01,28.24,100.97,156.4,154.5,1.2,1574,3.953,14:24:32,8/15/22,-0.46,0.001,0.001,0.014,0.366,0.707,2.015,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,308.530914,25,-23.052151,307.086456,308.005951,-0.919495,2.439406,2.435173,1.659302,0.925623,0.206681,-0.047359,0.589438,1.540576,112.670303,0.002343,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815142608,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
140,14:30:45,8/15/22,Auto gsw+F,LI-COR Default,,140,LCOR-032,10,0.613079,2.9173,0.506613,11.199368,1.851043,1.537108,4.017451,2.166408,15.22892,18.339228,39.802948,0.441786,PSF-00336_20220815143045,0,0,0,119.803192,354.767609,0.662305,0.5,0.8,425.479431,37.72,31.32,32.49,28.98,100.93,156.2,154.9,0.8,1606,3.953,14:24:32,8/15/22,-0.46,-0.002,-0.003,0.019,0.848,1.356,1.85,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.444031,25,-41.067345,289.957886,296.099274,-6.141388,2.437609,2.434725,1.65722,0.926456,0.202846,-0.044437,0.590904,1.569572,119.803192,0.002305,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143045,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
141,14:32:02,8/15/22,Auto gsw+F,LI-COR Default,,141,LCOR-446,13,0.575112,2.916271,0.480378,12.529735,1.964907,1.613741,4.513507,2.5486,15.985552,19.464161,44.710323,0.441786,PSF-00336_20220815143202,0,0,0,130.322815,323.407196,0.597032,0.5,0.8,341.617249,40.09,32.92,32.46,31.01,100.95,156,155.1,0.6,1430,3.951,14:24:32,8/15/22,-0.46,0.003,0.001,0.013,-0.139,-1.26,-2.36,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.581512,25,-29.07789,279.272675,281.866852,-2.594177,2.439921,2.438062,1.656132,0.927119,0.203026,-0.019219,0.590517,1.40966,130.322815,0.002319,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143202,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
142,14:33:15,8/15/22,Auto gsw+F,LI-COR Default,,142,LCOR-313,12,0.365371,2.915541,0.324682,10.889792,1.882914,1.577265,5.150995,3.268081,15.623326,18.650885,51.022305,0.441786,PSF-00336_20220815143315,0,0,0,142.201065,223.916412,0.364937,0.5,0.8,295.278473,38.41,32.17,32.47,33.35,100.96,155.9,155.1,0.6,2023,3.95,14:24:32,8/15/22,-0.46,-0.001,0.001,0.003,-1.229,-2.7,-11.033,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,207.052231,25,-12.168237,204.73587,206.533005,-1.797134,2.438844,2.435705,1.655362,0.927005,0.203002,0.010192,0.591462,1.949148,142.201065,0.002301,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815143315,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
