Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,Timepoint,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
24,9:46:04,6/27/23,Auto gsw+F,LI-COR Default,,24,LCOR-614,8,0.031736,2.920419,0.031395,0.311881,1.250756,1.241981,2.236245,0.98549,12.303539,12.390467,22.153107,0.441786,PSF-00281_20230627094604,0,0,0,83.750725,151.713181,0.447967,0.5,0.8,63.122528,51.7,51.34,20.49,19.22,100.94,156.5,157.1,-0.4,352,3.99,-12,-174,114,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:40:00,6/27/23,-0.74,0.002,0.003,-9999,-0.432,2.252,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,144.327515,25,-5.649914,141.547318,143.619659,-2.072342,2.492001,2.518528,1.659351,0.933559,0.326668,-0.012625,0.59324,0.434091,83.750725,0.001071,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627094604,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
25,9:47:31,6/27/23,Auto gsw+F,LI-COR Default,,25,LCOR-079,8,0.132584,2.918839,0.126823,1.2044,1.274503,1.240579,2.216675,0.942172,12.288313,12.624341,21.956841,0.441786,PSF-00281_20230627094731,0,0,0,82.080246,435.058502,0.811335,0.5,0.8,135.991058,52.81,51.4,20.45,19.08,100.96,156.3,157.1,-0.5,419,3.988,-41,162,90,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:40:00,6/27/23,-0.74,0.002,0.004,-9999,0.071,-0.358,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,214.502335,25,-146.574768,172.856567,225.089691,-52.233124,2.492087,2.519992,1.657667,0.933489,0.327165,-0.013715,0.597329,0.496173,82.080246,0.001073,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627094731,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
26,9:49:34,6/27/23,Auto gsw+F,LI-COR Default,,26,LCOR-502,8,0.100507,2.919859,0.097162,0.924446,1.262397,1.236382,2.20624,0.943843,12.249255,12.506999,21.857971,0.441786,PSF-00281_20230627094934,0,0,0,90.561745,290.82901,0.688608,0.5,0.8,106.128502,51.78,50.72,20.62,19.01,100.94,156.5,157.6,-0.7,385,3.987,9,175,148,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:40:00,6/27/23,-0.74,0.001,0,0.012,-0.1,-0.205,0.307,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,275.826202,25,-10.358025,276.273621,275.991119,0.282501,2.491182,2.518615,1.658754,0.934763,0.325035,-0.016283,0.603121,0.464804,90.561745,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627094934,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
27,9:51:07,6/27/23,Auto gsw+F,LI-COR Default,,27,LCOR-058,8,0.057283,2.919416,0.056181,0.566552,1.242076,1.226121,2.242512,1.000436,12.146097,12.304145,22.214581,0.441786,PSF-00281_20230627095107,0,0,0,86.182236,174.851135,0.507111,0.5,0.8,80.786079,51.2,50.54,20.54,19.27,100.95,156.4,140,10.5,398,3.983,-59,-173,104,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:50:56,6/27/23,-0.75,0.002,0.003,-9999,0.564,0.715,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,166.962143,25,-5.63086,165.509109,166.784912,-1.275803,2.490975,2.517876,1.658282,0.890758,0.326078,-0.012635,0.606912,0.476861,86.182236,0.001095,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627095107,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
28,9:53:24,6/27/23,Auto gsw+F,LI-COR Default,,28,LCOR-585,8,0.142744,2.918384,0.136088,1.422424,1.269974,1.229898,2.306381,1.036407,12.183899,12.580915,22.848007,0.441786,PSF-00281_20230627095324,0,0,0,110.266685,285.820923,0.614211,0.5,0.8,95.555496,52.56,50.9,20.47,19.72,100.94,156.3,156.9,-0.4,389,3.981,-41,176,33,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:50:56,6/27/23,-0.75,0.003,0.004,0.019,0.274,0.719,-5.299,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,279.868469,25,-4.075705,280.354492,279.982452,0.37204,2.491441,2.519678,1.657184,0.933001,0.326913,-0.00712,0.612863,0.468185,110.266685,0.001056,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627095324,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
29,9:55:50,6/27/23,Auto gsw+F,LI-COR Default,,29,LCOR-059,8,0.266184,2.919058,0.24394,2.451731,1.292818,1.223793,2.28938,0.996562,12.123242,12.807031,22.679255,0.441786,PSF-00281_20230627095550,0,0,0,81.989052,310.967712,0.736342,0.5,0.8,72.865898,52.96,50.13,20.64,19.6,100.95,156.4,157.4,-0.7,247,3.978,-60,-142,261,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:50:56,6/27/23,-0.75,-0.002,-0.001,0.009,-0.242,-0.076,-0.428,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,293.890015,25,-11.798858,294.199341,294.065826,0.133514,2.490423,2.520173,1.657901,0.934266,0.324725,-0.01021,0.620091,0.336563,81.989052,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627095550,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
30,9:58:25,6/27/23,Auto gsw+F,LI-COR Default,,30,LCOR-230,8,0.135041,2.919534,0.129071,1.418934,1.256037,1.216093,2.345877,1.08984,12.048128,12.443866,23.241173,0.441786,PSF-00281_20230627095825,0,0,0,84.006073,218.689285,0.615866,0.5,0.8,250.226837,50.29,48.69,21.01,19.99,100.94,156.4,157.4,-0.6,1016,3.975,26,164,149,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:50:56,6/27/23,-0.75,-0.001,-0.002,-9999,0.499,0.73,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,214.27095,25,-2.963324,215.798019,214.444321,1.353699,2.48851,2.516587,1.658408,0.934259,0.319931,-0.010033,0.628875,1.051056,84.006073,0.001093,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627095825,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
31,9:59:34,6/27/23,Auto gsw+F,LI-COR Default,,31,LCOR-534,8,0.424076,2.9203,0.370302,4.257792,1.36752,1.247875,2.505753,1.138233,12.363854,13.549297,24.826826,0.441786,PSF-00281_20230627095934,0,0,0,76.647881,176.519257,0.565782,0.5,0.8,408.119904,54.22,49.48,21.17,21.06,100.93,156.5,157.7,-0.8,1803,3.973,-63,172,52,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,9:50:56,6/27/23,-0.75,0.001,0,0.012,0.416,0.825,1.532,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,167.576187,25,-6.08543,169.03746,167.801865,1.235596,2.489498,2.521754,1.659225,0.935021,0.317912,-0.000224,0.632303,1.783432,76.647881,0.001102,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627095934,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
32,10:02:13,6/27/23,Auto gsw+F,LI-COR Default,,32,LCOR-493,10,0.304847,2.918871,0.27602,5.182862,1.427108,1.281395,3.278031,1.850923,12.69641,14.140173,32.479626,0.441786,PSF-00281_20230627100213,0,0,0,72.144272,88.2686,0.182673,0.5,0.8,69.202766,54.66,49.08,21.73,25.51,100.93,156.4,157.5,-0.7,947,3.972,-60,178,14,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,-0.001,0,0.012,-0.091,-0.248,-0.351,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,85.576775,25,-1.910373,85.313202,85.531982,-0.218781,2.488883,2.522235,1.657701,0.934395,0.310785,0.043018,0.638808,0.987201,72.144272,0.001059,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627100213,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
33,10:03:50,6/27/23,Auto gsw+F,LI-COR Default,,33,LCOR-584,10,0.144182,2.920784,0.1374,1.823461,1.299401,1.248144,2.612916,1.313515,12.366314,12.874149,25.88814,0.441786,PSF-00281_20230627100350,0,0,0,90.143677,149.696976,0.397826,0.5,0.8,155.073746,49.03,47.09,21.98,21.75,100.93,156.6,157.3,-0.5,975,3.968,-32,-174,10,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,0.001,0.001,0.009,0.038,-0.328,-1.42,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,142.600174,25,-5.164495,141.325241,142.298828,-0.973587,2.486278,2.514751,1.659741,0.933961,0.307733,-0.001688,0.642321,1.012703,90.143677,0.001082,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627100350,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
34,10:05:57,6/27/23,Auto gsw+F,LI-COR Default,,34,LCOR-616,10,0.246886,2.920765,0.227643,3.490341,1.344103,1.246036,2.859379,1.515276,12.345607,13.317248,28.33046,0.441786,PSF-00281_20230627100557,0,0,0,110.584618,158.101883,0.300548,0.5,0.8,182.431625,50.44,46.76,22.07,23.23,100.93,156.6,157.6,-0.7,1517,3.967,-61,162,47,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,0.001,0.004,0.017,-1.143,-2.605,-2.38,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,149.747375,25,-6.225158,148.058655,149.184326,-1.125671,2.485832,2.516615,1.659721,0.934849,0.306643,0.013653,0.646357,1.517617,110.584618,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627100557,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
35,10:08:13,6/27/23,Auto gsw+F,LI-COR Default,,35,LCOR-514,10,0.260097,2.919497,0.238821,2.8604,1.323704,1.243245,2.509499,1.185796,12.318963,13.116203,24.865915,0.441786,PSF-00281_20230627100813,0,0,0,108.748558,323.469879,0.663806,0.5,0.8,76.263885,48.76,45.79,22.38,21.09,100.92,156.4,156.9,-0.3,287,3.965,-18,-145,156,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,-0.002,0,0.013,0.479,-0.055,0.375,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,303.564178,25,-13.733274,303.879272,303.796906,0.082367,2.484522,2.514324,1.658368,0.932989,0.302895,-0.013203,0.651897,0.373601,108.748558,0.001075,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627100813,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
36,10:09:31,6/27/23,Auto gsw+F,LI-COR Default,,36,LCOR-290,10,0.345912,2.921584,0.309293,3.089354,1.334127,1.247386,2.323843,0.989716,12.360757,13.2203,23.027721,0.441786,PSF-00281_20230627100931,0,0,0,76.002716,235.822327,0.677712,0.5,0.8,144.792343,49.12,45.93,22.38,19.84,100.92,156.7,157.4,-0.5,534,3.963,5,-168,148,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,-0.001,0.005,0.013,-0.058,-0.094,0.119,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,214.938278,25,-14.473652,214.791656,215.088776,-0.297119,2.484693,2.514807,1.660597,0.934231,0.302811,-0.026666,0.654409,0.603192,76.002716,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627100931,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
37,10:11:05,6/27/23,Auto gsw+F,LI-COR Default,,37,LCOR-309,10,0.049596,2.919556,0.048767,0.604264,1.233888,1.216879,2.46127,1.227382,12.059833,12.228395,24.392319,0.441786,PSF-00281_20230627101105,0,0,0,105.997322,207.963837,0.490309,0.5,0.8,118.372086,45.62,45,22.31,20.77,100.9,156.4,157.3,-0.6,604,3.962,-64,179,254,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:02:02,6/27/23,-0.75,0.004,0,-9999,-0.626,-1.697,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,195.457932,25,-10.06768,190.376404,193.541855,-3.165451,2.483495,2.510139,1.658431,0.93409,0.303668,-0.015913,0.656698,0.66776,105.997322,0.00109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627101105,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
38,10:13:22,6/27/23,Auto gsw+F,LI-COR Default,,38,LCOR-300,10,0.16399,2.919637,0.155269,1.796303,1.278183,1.227648,2.424104,1.145921,12.166711,12.667542,24.024281,0.441786,PSF-00281_20230627101322,0,0,0,97.655655,317.548615,0.69247,0.5,0.8,255.041382,47.63,45.75,22.19,20.53,100.9,156.4,156.6,-0.1,921,3.959,8,-162,154,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:12:42,6/27/23,-0.71,0,0.001,0.002,0.016,-0.141,9.813,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,305.550812,25,-8.282064,305.71283,305.68454,0.02829,2.484493,2.512791,1.658518,0.932071,0.305214,-0.017179,0.662543,0.962729,97.655655,0.001078,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627101322,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
39,10:14:51,6/27/23,Auto gsw+F,LI-COR Default,,39,LCOR-508,10,0.159189,2.918856,0.150956,2.727721,1.353432,1.276691,3.136442,1.783011,12.650618,13.411035,31.078733,0.441786,PSF-00281_20230627101451,0,0,0,69.679855,95.891113,0.273344,0.5,0.8,171.743347,50.18,47.34,22.27,24.77,100.92,156.3,157.2,-0.5,1571,3.937,-57,-175,30,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:12:42,6/27/23,-0.71,-0.002,-0.004,0.007,-0.744,-0.141,1.22,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,91.591003,25,-3.26002,90.856079,91.221123,-0.365044,2.486544,2.516185,1.657686,0.933685,0.304228,0.028691,0.666903,1.567155,69.679855,0.001053,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627101451,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
40,10:34:51,6/27/23,Auto gsw+F,LI-COR Default,,40,LCOR-268,10,0.312484,2.919768,0.282274,4.961035,1.439235,1.29987,3.172565,1.733329,12.879021,14.259843,31.433548,0.441786,PSF-00281_20230627103451,0,0,0,99.750641,200.176376,0.501686,0.5,0.8,313.627716,41.2,37.21,26.59,24.96,100.93,156.5,157,-0.3,1563,3.934,-26,-160,165,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,0.003,0.001,0.011,2.808,4.103,7.928,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,178.577179,25,-16.325502,173.677689,176.790039,-3.11235,2.4725,2.503428,1.658657,0.933085,0.256012,-0.017792,0.70781,1.559814,99.750641,0.001095,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103451,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
41,10:37:23,6/27/23,Auto gsw+F,LI-COR Default,,41,LCOR-344,10,0.10363,2.919169,0.100077,1.819221,1.357724,1.306548,3.151586,1.793862,12.944262,13.451267,31.223455,0.441786,PSF-00281_20230627103723,0,0,0,66.930412,122.120094,0.45193,0.5,0.8,37.837284,39.14,37.67,26.47,24.85,100.94,156.4,156.9,-0.3,209,3.933,-42,162,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,-0.001,-0.001,0.013,0.362,0.636,1.438,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,116.429329,25,-3.857947,117.162468,116.593575,0.568893,2.473135,2.500638,1.658019,0.932933,0.257254,-0.017648,0.710914,0.301151,66.930412,0.001127,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103723,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
42,10:38:11,6/27/23,Auto gsw+F,LI-COR Default,,42,LCOR-092,10,0.208298,2.920391,0.194431,4.401116,1.395706,1.272102,3.623061,2.227355,12.606491,13.831399,35.904415,0.441786,PSF-00281_20230627103811,0,0,0,87.067368,110.892197,0.214847,0.5,0.8,171.507721,40.6,37.01,26.31,27.21,100.91,156.5,155.6,0.6,1996,3.932,-45,-167,63,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,0.002,0.004,-9999,-0.604,-0.635,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,106.370331,25,-3.299035,105.518463,106.166321,-0.647858,2.472272,2.502658,1.659322,0.929697,0.258816,0.010781,0.711436,1.962299,87.067368,0.001076,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103811,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
43,10:38:35,6/27/23,Auto gsw+F,LI-COR Default,,43,LCOR-563,10,0.057573,2.918835,0.056459,1.100468,1.318418,1.287446,3.241064,1.922646,12.757062,13.063957,32.115097,0.441786,PSF-00281_20230627103835,0,0,0,53.454636,81.469254,0.343867,0.5,0.8,38.478989,38.5,37.6,26.25,25.32,100.92,156.3,156.2,0.1,280,3.932,-25,171,126,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,-0.001,-0.001,-9999,0.82,0.078,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,78.30191,25,-2.166693,78.499672,78.365463,0.134209,2.473072,2.499785,1.657663,0.931223,0.259483,-0.00991,0.712235,0.366655,53.454636,0.001115,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103835,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
44,10:39:17,6/27/23,Auto gsw+F,LI-COR Default,,44,LCOR-062,10,0.257612,2.918245,0.236716,3.877092,1.379399,1.270314,2.99625,1.616851,12.589237,13.670306,29.693848,0.441786,PSF-00281_20230627103917,0,0,0,66.861748,147.093735,0.545448,0.5,0.8,37.919285,40.61,37.4,26.11,24.01,100.9,156.3,156.9,-0.4,174,3.932,-17,140,120,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,0.002,0.002,0.009,0.311,0.623,1.47,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,139.247772,25,-5.358663,140.137558,139.417435,0.720123,2.472834,2.502705,1.657036,0.932943,0.260922,-0.022997,0.713225,0.26813,66.861748,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103917,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
45,10:39:44,6/27/23,Auto gsw+F,LI-COR Default,,45,LCOR-003,10,0.345845,2.920126,0.309222,4.59556,1.435877,1.306805,2.903671,1.467794,12.947187,14.225969,28.76816,0.441786,PSF-00281_20230627103944,0,0,0,77.31485,232.056122,0.666827,0.5,0.8,34.235245,42.49,38.67,26.02,23.49,100.93,156.5,157.2,-0.4,128,3.929,-35,142,100,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,-0.002,-0.003,0.014,0.245,0.525,1.298,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,218.204498,25,-9.427109,219.151138,218.551758,0.59938,2.474546,2.505278,1.659039,0.933662,0.261826,-0.027775,0.713815,0.225869,77.31485,0.001097,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627103944,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
46,10:41:40,6/27/23,Auto gsw+F,LI-COR Default,,46,LCOR-251,10,0.235568,2.918015,0.217972,3.786962,1.393,1.286408,3.107598,1.714599,12.744284,13.800273,30.786587,0.441786,PSF-00281_20230627104140,0,0,0,65.644028,122.925781,0.465986,0.5,0.8,45.700375,42.2,38.97,25.63,24.62,100.94,156.2,157.1,-0.5,245,3.928,-22,163,121,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,-0.001,-0.003,0.017,0.896,3.927,-3.543,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,116.47081,25,-4.376029,116.813423,116.657104,0.156319,2.475009,2.504946,1.656792,0.933413,0.265986,-0.010749,0.714888,0.334508,65.644028,0.00109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627104140,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
47,10:42:45,6/27/23,Auto gsw+F,LI-COR Default,,47,LCOR-001,10,0.39908,2.920803,0.351107,5.075325,1.42508,1.282597,2.853145,1.428065,12.707602,14.119282,28.268131,0.441786,PSF-00281_20230627104245,0,0,0,77.314499,218.236893,0.645731,0.5,0.8,372.511963,43.57,39.22,25.47,23.19,100.93,156.6,157.2,-0.4,1442,3.928,-54,-121,54,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,0,0.005,0.017,-3.381,1.795,-4.299,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,204.342834,25,-9.374484,205.467575,204.807922,0.659653,2.475358,2.506829,1.659762,0.933616,0.267634,-0.024746,0.716641,1.447615,77.314499,0.001083,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627104245,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
48,10:43:28,6/27/23,Auto gsw+F,LI-COR Default,,48,LCOR-163,10,0.452357,2.91827,0.391648,7.290939,1.451971,1.246987,3.286327,1.834355,12.357971,14.389418,32.568363,0.441786,PSF-00281_20230627104328,0,0,0,79.693436,121.586235,0.344552,0.5,0.8,216.029221,44.6,38.3,25.4,25.55,100.91,156.3,156.8,-0.3,1567,3.925,-48,173,56,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:34:42,6/27/23,-0.72,0.003,0.004,0.013,-0.029,0.076,0.386,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,115.90612,25,-4.199101,115.329269,115.571007,-0.241737,2.47415,2.508221,1.657063,0.932742,0.268442,0.002403,0.718189,1.564088,79.693436,0.001056,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627104328,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
49,10:45:40,6/27/23,Auto gsw+F,LI-COR Default,,49,LCOR-504,10,0.054042,2.918468,0.053059,1.259122,1.241212,1.205737,3.578973,2.33776,11.947125,12.298639,35.462498,0.441786,PSF-00281_20230627104540,0,0,0,110.9823,138.51004,0.198742,0.5,0.8,141.730927,38.77,37.66,25.11,27,100.92,156.3,156.5,-0.1,1783,3.924,-19,-132,262,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:44:56,6/27/23,-0.65,0,0.001,-9999,-5.959,-4.944,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,126.481178,25,-11.516679,117.413521,122.01236,-4.598839,2.473344,2.500227,1.657274,0.931865,0.271494,0.022074,0.722268,1.764375,110.9823,0.001058,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627104540,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
50,10:46:53,6/27/23,Auto gsw+F,LI-COR Default,,50,LCOR-164,10,0.359638,2.917813,0.320175,4.557366,1.350632,1.222302,2.757932,1.4073,12.111206,13.382763,27.327021,0.441786,PSF-00281_20230627104653,0,0,0,78.033684,195.194611,0.600226,0.5,0.8,359.939545,42.82,38.75,24.86,22.63,100.92,156.2,156.7,-0.3,1499,3.922,0,-178,154,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,10:44:56,6/27/23,-0.65,-0.001,-0.001,-9999,0.137,0.481,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,182.925934,25,-8.416348,184.040314,183.138168,0.902145,2.47484,2.505806,1.656577,0.932317,0.274209,-0.024045,0.724584,1.500594,78.033684,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627104653,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
