obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,obs,ID,Leaf number,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
60,1693245747,9337.5,20230828 11:02:26,11:02:26,5,,Transgenic,60,LCOR-077,,,1693245739,0.001512916,1.512916162,8.033605846,401.3502667,295.5094364,29.99623125,40.73980025,0.132162449,2.954437045,0.128963695,0.080883256,33.04908879,24.34269677,23.73106667,2.94693158,57.66476556,1.78387017,3.093518464,1.16306141,-66.71960275,128.8508333,9.145097374,104.3254167,8.033605846,1.512916162,7.88173422,416.7424703,408.5501212,0.039583058,67.25395128,1.592263561,16.08880667,17.62259879,0.005667983,78.55,41,7,1,0,54073.99764,-,0,0,0,#DIV/0!,0.5,RECT-798-20230828-11_02_23,8132.37,963.8981923,2868.71,0.663995945,0.5,168.5852725,8.033605846,55.96996868,0.044687212,-1,#DIV/0!,DARK-799-20230828-11_02_29,688.2,688.2,0.76010123,0.873562519,4.168424876,0.663995945,#DIV/0!,0.623702514,0.376297486,200.0003333,168.5852725,0.842924958,0.165245169,6,0.5,0: Broadleaf,2,FALSE,1693245739,401.3502667,409.9910333,17.57389,16.08757,401.9562667,17.50289,600.0033667,101.4069,0.099947347,24.54002667,23.73106667,999.9,0,0,10001.84633,0,519.7168,200.0003333,0.900013133,0.099986887,0,963.8872,5.00022,2084.801333,1797.746667,36.104,40.68493333,38.4559,36.83726667,37.9937,175.5026667,19.5,0,131.5999999,0,963.8981923,-60.61999991,-122.1022219,2084.711923,15,1693245769,11:02:48,1693245766,1693245769,61,-0.037,-0.003,-0.606,0.071,410,16,0.73,0.14,100,100,-0.606,0.071,-1.060299937,0.000439478,2.00E-06,-3.80E-10,-0.06087036,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.7,1.8,1.07178,2.58545,1.39771,2.27783,1.39526,2.38281,31.6298,14.3772,18,554.611,393.402,23.8471,24.4304,30.0002,24.1989,24.5507,21.4795,0,100,-999.9,410,56.859,99.1397,93.7199
61,1693245953,9543.5,20230828 11:05:52,11:05:52,5,,Transgenic,61,LCOR-320,,,1693245945,0.001071948,1.071948235,6.688498089,402.8700645,276.07614,28.02208585,40.89183344,0.090285904,2.953947627,0.088780409,0.055620927,33.04910961,24.37642882,23.71426774,2.943953071,56.73586908,1.746728917,3.078703024,1.197224154,-47.27291718,118.7294435,8.424005469,112.9296414,6.688498089,1.071948235,6.440146441,416.6836292,410.0214909,0.025336001,67.25774532,1.087208506,16.15634385,17.22572,-0.000171653,78.44284755,4,1,1,0,54074.05048,-,0,0,0,#DIV/0!,0.5,RECT-800-20230828-11_05_49,8190.06,816.5385385,2353.97,0.653122793,0.5,168.5852263,6.688498089,55.05342695,0.036708425,-1,#DIV/0!,DARK-801-20230828-11_05_55,631.67,631.67,0.731657583,0.892661825,3.726581918,0.653122793,#DIV/0!,0.690558582,0.309441418,200.0002581,168.5852263,0.842925044,0.165245335,6,0.5,0: Broadleaf,2,FALSE,1693245945,402.8700645,409.9902581,17.20893226,16.15545484,403.4730645,17.13893226,600.0135161,101.4013226,0.099972858,24.45980645,23.71426774,999.9,0,0,9999.618387,0,332.1793226,200.0002581,0.899987677,0.100012419,0,816.6577097,5.00022,1842.35871,1797.734516,35.73983871,40.375,37.71951613,36.157,37.59045161,175.4967742,19.5,0,203.7,0,816.5385385,-31.12690595,-63.29880335,1842.106538,15,1693245976,11:06:16,1693245976,1693245971,62,0.003,-0.002,-0.603,0.07,410,16,0.54,0.1,100,100,-0.603,0.07,-1.096760868,0.000439478,2.00E-06,-3.80E-10,-0.063704787,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,3.1,3.1,1.07178,2.57202,1.39771,2.27783,1.39526,2.63916,31.783,14.3509,18,595.883,392.785,23.8762,24.5706,30.0003,24.3374,24.6882,21.4754,0,100,-999.9,410,56.859,99.1113,93.6947
62,1693246071,9662,20230828 11:07:51,11:07:51,5,,Transgenic,62,LCOR-544,,,1693246063,0.000581233,0.581232828,4.230697776,405.5279032,250.7576695,25.45292284,41.16273074,0.046046932,2.954648271,0.045651945,0.028567671,33.04970037,24.52478829,23.81573548,2.961983805,55.12509371,1.699324742,3.082670027,1.262659063,-25.63236773,106.0215188,7.525246531,120.9640979,4.230697776,0.581232828,4.718758785,416.7347057,412.1793515,-0.052451388,67.25781812,0.603558918,16.17042711,16.7630297,0.000156158,78.44284018,21,3,1,0,54090.82636,-,0,0,0,#DIV/0!,0.5,RECT-802-20230828-11_07_48,8189.46,851.6326538,2007.05,0.575679403,0.5,168.5884151,4.230697776,48.52643908,0.022129028,-1,#DIV/0!,DARK-803-20230828-11_07_54,641.53,641.53,0.680361725,0.846137256,3.128536468,0.575679403,#DIV/0!,0.637390348,0.362609652,200.0040645,168.5884151,0.842924945,0.165245144,6,0.5,0: Broadleaf,2,FALSE,1693246063,405.5279032,409.9942903,16.74144516,16.16994516,406.0699032,16.66644516,600.0022581,101.4040968,0.099968445,24.48131935,23.81573548,999.9,0,0,10003.32194,0,462.9685161,200.0040645,0.900000452,0.09999969,0,851.7580645,5.00022,1852.12129,1797.774516,35.75983871,40.32012903,38,37.07035484,37.59045161,175.5035484,19.5,0,116.6000001,0,851.6326538,-10.04194872,12.01059828,1852.014231,15,1693246102,11:08:21,1693246102,1693246093,63,0.061,0.005,-0.542,0.075,410,16,0.68,0.58,100,100,-0.542,0.075,-1.093331516,0.000439478,2.00E-06,-3.80E-10,-0.065975467,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.7,1.07178,2.58545,1.39771,2.27661,1.39526,2.38892,31.8269,14.3159,18,576.673,392.268,23.8941,24.6326,30.0001,24.4001,24.7502,21.479,0,100,-999.9,410,56.859,99.1021,93.686
63,1693246199,9789.5,20230828 11:09:58,11:09:58,5,,Transgenic,63,LCOR-269,,,1693246191,0.000564441,0.564441231,4.769646389,404.9741667,227.5582907,23.09839747,41.1070686,0.044947057,2.954273211,0.044570584,0.027890176,33.04800721,24.64693729,23.78556,2.956611585,54.78021896,1.700638209,3.104475012,1.255973376,-24.89185831,129.5789881,9.202563447,146.9377005,4.769646389,0.564441231,4.595007504,416.7343213,411.9115636,0.033149222,67.25659451,0.605631809,16.1998958,16.79313818,0.000410877,78.55,7,1,1,0,54058.4041,-,0,0,0,#DIV/0!,0.5,RECT-804-20230828-11_09_55,8158.21,961.6781923,2526.01,0.619289634,0.5,168.582314,4.769646389,52.20063974,0.025326775,-1,#DIV/0!,DARK-805-20230828-11_10_01,688.2,688.2,0.727554523,0.851193435,3.670459169,0.619289634,#DIV/0!,0.609134456,0.390865544,199.9971667,168.582314,0.842923511,0.165242377,6,0.5,0: Broadleaf,2,FALSE,1693246191,404.9741667,409.9722667,16.75416333,16.19919333,405.5581667,16.68216333,600.0156667,101.4054333,0.09997611,24.59913667,23.78556,999.9,0,0,10001.061,0,443.663,199.9971667,0.900056,0.099944,0,961.8037333,5.00022,2092.544333,1797.742667,36.0998,40.437,38.40806667,36.46233333,37.875,175.509,19.49,0,125.2,0,961.6781923,-95.38711099,-189.1832476,2092.241154,15,1693246224,11:10:23,1693246224,1693246217,64,-0.042,-0.003,-0.584,0.072,410,16,0.81,0.34,100,100,-0.584,0.072,-1.032397153,0.000439478,2.00E-06,-3.80E-10,-0.061185618,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.8,1.07178,2.57324,1.39771,2.27783,1.39526,2.52197,31.8707,14.2896,18,592.06,392.565,23.969,24.6223,30,24.4074,24.7572,21.4871,0,100,-999.9,410,56.859,99.1138,93.6982
64,1693246321,9912,20230828 11:12:01,11:12:01,5,,Transgenic,64,LCOR-014,,,1693246313,0.001338689,1.338689328,7.577425132,401.8946,284.1196657,28.83954535,40.79428122,0.111129917,2.954485376,0.108858872,0.068236974,33.05032221,24.57825859,24.03086333,3.000531542,56.94181555,1.781681775,3.12895147,1.218849767,-59.03619937,111.4444568,7.929152299,93.38773197,7.577425132,1.338689328,7.573951005,416.7721711,409.0740667,-0.000138049,67.2566495,1.370441011,16.23739626,17.58339212,5.76E-05,78.55,20,3,1,0,54040.77706,-,0,0,0,#DIV/0!,0.5,RECT-806-20230828-11_11_58,8130.69,937.20548,2744.46,0.65851006,0.5,168.5935856,7.577425132,55.51028612,0.041979208,-1,#DIV/0!,DARK-807-20230828-11_12_04,708.93,708.93,0.741686889,0.887854524,3.871270788,0.65851006,#DIV/0!,0.671599475,0.328400525,200.0104667,168.5935856,0.842923815,0.165242963,6,0.5,0: Broadleaf,2,FALSE,1693246313,401.8946,410.0098,17.55266333,16.23751,402.4106,17.47866333,600.0175333,101.4049333,0.09999164,24.73053,24.03086333,999.9,0,0,10002.31467,0,385.2825333,200.0104667,0.900036533,0.099963473,0,937.5510333,5.00022,2004.985667,1797.854,36.3414,40.67046667,38.55386667,37.17053333,38.25,175.516,19.493,0,120.2,0,937.20548,-53.24523069,-108.5192305,2004.1528,15,1693246346,11:12:25,1693246346,1693246344,65,0.068,0.001,-0.516,0.074,410,16,0.92,0.08,100,100,-0.516,0.074,-1.074754324,0.000439478,2.00E-06,-3.80E-10,-0.064582289,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.7,1.073,2.57812,1.39771,2.27783,1.39526,2.64526,31.8927,14.2634,18,577.638,391.854,24.0542,24.6341,30.0003,24.4271,24.7787,21.4878,0,100,-999.9,410,56.859,99.1168,93.6965
65,1693246440,10031,20230828 11:14:00,11:14:00,5,,Transgenic,65,LCOR-091,,,1693246432,0.00080435,0.804349735,7.339138491,402.3192667,210.22414,21.33910885,40.83800569,0.063830124,2.953410085,0.06307353,0.039488186,33.04976051,24.69097552,23.97766333,2.990958292,55.26412896,1.726570119,3.124214842,1.264388173,-35.4718233,115.8372301,8.241428488,121.6565958,7.339138491,0.804349735,7.332455027,416.740654,409.416303,-0.028072572,67.25208087,0.843126916,16.22563847,17.05034,0.000752527,78.55,0,0,1,0,54013.78458,-,0,0,0,#DIV/0!,0.5,RECT-808-20230828-11_13_57,8200.07,853.7246923,2562.05,0.666780628,0.5,168.5887508,7.339138491,56.20585655,0.040566992,-1,#DIV/0!,DARK-809-20230828-11_14_03,623.07,623.07,0.756808025,0.881043284,4.111977787,0.666780628,#DIV/0!,0.643007804,0.356992196,200.0044667,168.5887508,0.842924929,0.165245112,6,0.5,0: Broadleaf,2,FALSE,1693246432,402.3192667,409.9818667,17.00946,16.21880667,402.9712667,16.93646,600.0112667,101.4064667,0.099996163,24.70517333,23.97766333,999.9,0,0,9996.060667,0,381.098,200.0044667,0.9000038,0.099996427,0,853.7165667,5.00022,1898.164667,1797.78,36.4226,40.6103,38.656,35.64766667,37.979,175.5046667,19.5,0,116.6000001,0,853.7246923,-37.86290597,-79.23692306,1898.200769,15,1693246481,11:14:40,1693246481,1693246458,66,-0.136,0,-0.652,0.073,410,16,0.5,0.16,100,100,-0.652,0.073,-1.006568743,0.000439478,2.00E-06,-3.80E-10,-0.063277428,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.6,1.073,2.57446,1.39771,2.27783,1.39526,2.51099,31.9365,14.2371,18,602.418,391.749,24.1048,24.6787,30,24.4695,24.8197,21.4901,0,100,-999.9,410,56.859,99.1071,93.6863
66,1693246580,10170.5,20230828 11:16:19,11:16:19,5,,Transgenic,66,LCOR-562,,,1693246572,0.000494239,0.494239339,4.84232533,404.9506774,197.7098959,20.06861292,41.10466175,0.038775461,2.95350906,0.038494855,0.024084326,33.05024311,24.55675276,23.85977097,2.969838873,55.00419293,1.696557535,3.084414923,1.273281338,-21.79595485,100.4743789,7.136195337,118.8648625,4.84232533,0.494239339,4.94347348,416.7781522,411.8672242,-0.024813827,67.25633216,0.524973005,16.22296627,16.73962909,-9.12E-05,78.55,31,5,1,0,54055.60143,-,0,0,0,#DIV/0!,0.5,RECT-810-20230828-11_16_16,8215.17,780.0027692,1900.49,0.589578072,0.5,168.5906262,4.84232533,49.6986682,0.025756624,-1,#DIV/0!,DARK-811-20230828-11_16_23,555.53,555.53,0.707691174,0.833100784,3.421039368,0.589578072,#DIV/0!,0.593347225,0.406652775,200.0066129,168.5906262,0.84292526,0.165245752,6,0.5,0: Broadleaf,2,FALSE,1693246572,404.9506774,409.9930323,16.71397097,16.22800323,405.6126774,16.64097097,600.0134516,101.4053871,0.099966623,24.49077419,23.85977097,999.9,0,0,9996.72871,0,272.6309032,200.0066129,0.899985387,0.10001469,0,779.8771935,5.00022,1749.875161,1797.789677,36.04606452,40.13074194,38.508,32.87480645,37.26577419,175.5029032,19.50225806,0,137.5999999,0,780.0027692,6.738256412,7.479658106,1749.987692,15,1693246604,11:16:43,1693246604,1693246601,67,-0.01,-0.001,-0.662,0.073,410,16,0.76,0.23,100,100,-0.662,0.073,-1.142313097,0.000439478,2.00E-06,-3.80E-10,-0.063651638,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,2,1.073,2.57446,1.39771,2.27783,1.39526,2.62939,31.9805,14.2108,18,566.071,392.402,23.9846,24.7031,30.0001,24.5003,24.8492,21.4905,0,100,-999.9,410,56.859,99.0917,93.6785
67,1693246682,10272.5,20230828 11:18:01,11:18:01,5,,Transgenic,67,LCOR-507,,,1693246674,0.000320727,0.320727139,2.904655587,406.9457097,213.1528948,21.63552338,41.30595283,0.024901942,2.954903104,0.024785941,0.01550159,33.0495278,24.50196332,23.81397742,2.961670578,54.73647321,1.678262076,3.066076379,1.283408502,-14.14406683,91.94966593,6.522855731,117.3779826,2.904655587,0.320727139,3.042087992,416.7473809,413.6024303,0.011488848,67.25710006,0.344563115,16.22634101,16.56337333,0.000338227,78.55,5,1,1,0,54114.69054,-,0,0,0,#DIV/0!,0.5,RECT-812-20230828-11_17_58,8169.95,958.37548,2279.32,0.579534475,0.5,168.5863469,2.904655587,48.85080003,0.014263644,-1,#DIV/0!,DARK-813-20230828-11_18_04,671.6,671.6,0.705350719,0.82162598,3.393865396,0.579534475,#DIV/0!,0.575770165,0.424229835,200.0014516,168.5863469,0.842925616,0.16524644,6,0.5,0: Broadleaf,2,FALSE,1693246674,406.9457097,409.9808065,16.53421613,16.2188,407.4247097,16.46221613,600.0152903,101.4023871,0.099980035,24.39117097,23.81397742,999.9,0,0,10004.93742,0,376.466,200.0014516,0.899972613,0.100027406,0,958.9873226,5.00022,2077.625484,1797.735806,35.86064516,39.812,38.014,33.87890323,37.20325806,175.4964516,19.50419355,0,100,0,958.37548,-45.58476916,-101.6853845,2076.2116,15,1693246701,11:18:21,1693246701,1693246699,68,0.183,-0.001,-0.479,0.072,410,16,1.01,0.48,100,100,-0.479,0.072,-1.152422097,0.000439478,2.00E-06,-3.80E-10,-0.064224588,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.3,1.4,1.073,2.57568,1.39771,2.27661,1.39526,2.64282,31.9805,14.1758,18,595.047,391.395,23.8591,24.6863,30,24.4921,24.8411,21.4918,0,100,-999.9,410,56.859,99.0996,93.6824
68,1693246817,10408,20230828 11:20:17,11:20:17,5,,Transgenic,68,LCOR-271,,,1693246809,0.000249063,0.249063203,1.386863479,408.5101935,287.0908116,29.13893164,41.46266659,0.019477748,2.952895173,0.019406652,0.012135524,33.05039393,24.56264515,23.72942581,2.946640533,54.44973289,1.673682338,3.073811843,1.272958195,-10.98368726,112.0460806,7.952186675,142.0649739,1.386863479,0.249063203,1.219730355,416.7927866,415.4561212,0.021074618,67.25751451,0.270919265,16.24820422,16.51221152,0.000454193,78.44199056,0,0,1,0,54047.80942,-,0,0,0,#DIV/0!,0.5,RECT-814-20230828-11_20_14,8189.25,766.3806538,1514.09,0.493834149,0.5,168.5919258,1.386863479,41.62822507,0.005260415,-1,#DIV/0!,DARK-815-20230828-11_20_20,573.87,573.87,0.620980259,0.795249352,2.638385,0.493834149,#DIV/0!,0.595487038,0.404512962,200.0082258,168.5919258,0.84292496,0.165245173,6,0.5,0: Broadleaf,2,FALSE,1693246809,408.5101935,409.9987742,16.48992581,16.24497419,409.0791935,16.41592581,600.0111613,101.3972581,0.100005035,24.43324839,23.72942581,999.9,0,0,9994.046774,0,426.6036129,200.0082258,0.899993258,0.10000691,0,766.4931613,5.00022,1620.206452,1797.808065,35.81606452,39.625,38.09045161,34.60864516,37.254,175.5054839,19.50032258,0,133.6000001,0,766.3806538,-7.553333332,-7.17846155,1620.108846,15,1693246853,11:20:52,1693246853,1693246835,69,-0.09,0.001,-0.569,0.074,410,16,0.69,0.26,100,100,-0.569,0.074,-0.969821086,0.000439478,2.00E-06,-3.80E-10,-0.065153985,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.9,2,1.073,2.57568,1.39771,2.27783,1.39526,2.57812,31.9146,14.1495,18,604.48,391.915,23.7591,24.6235,29.9999,24.4426,24.7924,21.499,0,100,-999.9,410,56.859,99.1181,93.6976
69,1693246972,10562.5,20230828 11:22:51,11:22:51,5,,Transgenic,69,LCOR-072,,,1693246964,0.001174742,1.174741573,7.426221907,402.1064194,276.4832372,28.06329449,40.81415921,0.101283853,2.954349292,0.099393634,0.062287911,33.05084212,24.33953744,23.72470968,2.945804153,57.65894209,1.774048917,3.076797549,1.171755237,-51.80610338,115.4352392,8.189167376,104.8691454,7.426221907,1.174741573,7.346338906,416.8340213,409.4068606,-0.008908738,67.25727869,1.236105367,16.32915529,17.53299636,0.001969168,78.55,19,3,1,0,54087.74658,-,0,0,0,#DIV/0!,0.5,RECT-816-20230828-11_22_48,8154.78,871.6502308,2494.38,0.650554354,0.5,168.5957735,7.426221907,54.84035726,0.041081824,-1,#DIV/0!,DARK-817-20230828-11_22_54,655.53,655.53,0.737197219,0.882469897,3.805134776,0.650554354,#DIV/0!,0.663666997,0.336333003,200.013,168.5957735,0.842924078,0.16524347,6,0.5,0: Broadleaf,2,FALSE,1693246964,402.1064194,410.0048387,17.47816129,16.32397742,402.7074194,17.40416129,600.0131935,101.4009032,0.099986213,24.44946452,23.72470968,999.9,0,0,10001.93968,0,388.3080968,200.013,0.900033935,0.099966071,0,872.0306774,5.00022,1875.063871,1797.875484,35.94512903,39.875,38.15487097,34.72554839,37.417,175.5180645,19.49516129,0,152.1999998,0,871.6502308,-59.91418804,-107.0731624,1874.285769,15,1693246993,11:23:12,1693246992,1693246993,70,-0.032,-0.001,-0.601,0.074,410,16,0.25,0.1,100,100,-0.601,0.074,-1.059870321,0.000439478,2.00E-06,-3.80E-10,-0.064010079,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2,2.3,1.073,2.58423,1.39771,2.27661,1.39526,2.57812,31.8927,14.1233,18,579.568,391.795,23.8415,24.614,30.0002,24.4366,24.7878,21.4971,0,100,-999.9,410,56.859,99.1141,93.6978
70,1693247079,10670,20230828 11:24:39,11:24:39,5,,Transgenic,70,LCOR-247,,,1693247071,0.001004855,1.004854957,6.497200149,403.1049667,273.4936799,27.76018504,40.91600387,0.085563438,2.954109874,0.084210117,0.05275113,33.05100614,24.29282315,23.72436667,2.94574333,57.59987372,1.762639932,3.06014548,1.183103398,-44.3141036,101.0485357,7.165837233,96.95127548,6.497200149,1.004854957,6.44332429,416.8254859,410.2576788,0.00376868,67.25638545,1.056856023,16.38057156,17.41265636,0.001183022,78.55,13,2,1,0,54097.20543,-,0,0,0,#DIV/0!,0.5,RECT-818-20230828-11_24_36,8169.8,936.1709615,2462.01,0.619753388,0.5,168.5938643,6.497200149,52.24330928,0.035571877,-1,#DIV/0!,DARK-819-20230828-11_24_42,-9867.27,-9867.27,5.007810691,0.123757351,-0.249512783,0.619753388,#DIV/0!,-1.304406195,2.304406195,200.0103667,168.5938643,0.84292563,0.165246465,6,0.5,0: Broadleaf,2,FALSE,1693247071,403.1049667,410.0071,17.36555,16.37816333,403.7079667,17.29055,600.0112,101.4021333,0.099974693,24.35884667,23.72436667,999.9,0,0,10000.45933,0,431.0754,200.0103667,0.8999772,0.10002281,0,936.2525333,5.00022,1985.403333,1797.819,35.67046667,39.854,37.625,34.8998,37.3624,175.503,19.505,0,105.3,0,936.1709615,-51.81432479,-94.39623931,1985.200385,15,1693247115,11:25:14,1693247115,1693247097,71,-0.002,0,-0.603,0.075,410,16,0.55,0.17,100,100,-0.603,0.075,-1.091467938,0.000439478,2.00E-06,-3.80E-10,-0.064726431,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.4,1.4,1.073,2.57446,1.39771,2.27783,1.39526,2.63916,31.8707,14.1058,18,585.342,391.14,23.8103,24.6251,30.0001,24.4428,24.7939,21.5025,0,100,-999.9,410,56.859,99.1113,93.6949
71,1693247177,10768,20230828 11:26:17,11:26:17,5,,Transgenic,71,LCOR-079,,,1693247169,0.000263579,0.263579195,0.57507512,409.3046333,356.7680897,36.21285875,41.54545012,0.020657145,2.953206629,0.020577207,0.01286791,33.04984528,24.67212449,23.83545667,2.965499429,54.77640565,1.69517525,3.094717936,1.270324178,-11.62384251,113.2085998,8.042744882,142.6773474,0.57507512,0.263579195,0.374208952,416.7974462,416.2791152,0.030020742,67.25215758,0.283688422,16.44230994,16.71921818,0.00038036,78.55,0,0,1,0,54036.51595,-,0,0,0,#DIV/0!,0.5,RECT-820-20230828-11_26_14,8185.55,656.7294231,1214.52,0.459268334,0.5,168.5900569,0.57507512,38.71403727,0.000445312,-1,#DIV/0!,DARK-821-20230828-11_26_20,495.4,495.4,0.59210223,0.77565716,2.451594671,0.459268334,#DIV/0!,0.585112443,0.414887557,200.0061333,168.5900569,0.842924435,0.165244159,6,0.5,0: Broadleaf,2,FALSE,1693247169,409.3046333,409.9876,16.70082,16.44164,409.8616333,16.62182,599.9935333,101.4025667,0.09994939,24.54650667,23.83545667,999.9,0,0,9995.290667,0,439.0527333,200.0061333,0.900026933,0.099973253,0,656.7283,5.00022,1492.522333,1797.808333,35.8729,39.9958,38.04753333,36.24563333,37.5893,175.5106667,19.497,0,95.70000005,0,656.7294231,-8.1842393,-11.81880341,1492.590769,15,1693247198,11:26:38,1693247195,1693247198,72,0.047,0.002,-0.557,0.079,410,16,0.7,0.33,100,100,-0.557,0.079,-1.093964048,0.000439478,2.00E-06,-3.80E-10,-0.064540125,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1,1.3,1.073,2.58545,1.39771,2.27783,1.39526,2.43896,31.8927,14.062,18,602.235,390.85,23.8515,24.6534,30.0002,24.4592,24.8103,21.5026,0,100,-999.9,410,56.859,99.1074,93.6875
72,1693247337,10927.5,20230828 11:28:56,11:28:56,5,,Transgenic,72,LCOR-058,,,1693247329,0.00071215,0.712149558,6.275783509,403.4327,210.6946396,21.38632329,40.94998413,0.054385028,2.954319108,0.053834904,0.033695777,33.04291495,24.89143268,24.33249333,3.055317564,55.24668912,1.744329619,3.157346886,1.310987945,-31.40579552,87.49622995,6.239843113,95.37319249,6.275783509,0.712149558,6.313114666,416.8873126,410.6138424,-0.03162806,67.25635882,0.741238373,16.48018091,17.20719818,0.000265692,78.55,17,3,1,0,54008.41471,-,0,0,0,#DIV/0!,0.5,RECT-822-20230828-11_28_53,8186.62,916.62584,2671.39,0.656873074,0.5,168.5528417,6.275783509,55.35891158,0.034266901,-1,#DIV/0!,DARK-823-20230828-11_28_59,654.67,654.67,0.754932825,0.870107977,4.080513847,0.656873074,#DIV/0!,0.621446139,0.378553861,199.9617333,168.5528417,0.842925488,0.165246192,6,0.5,0: Broadleaf,2,FALSE,1693247329,403.4327,409.9954,17.18485667,16.48498667,404.1247,17.10585667,600.0354667,101.4038333,0.100046073,24.88184,24.33249333,999.9,0,0,10001.47933,0,328.346,199.9617333,0.899987133,0.100012973,0,917.1557,5.00022,2003.440333,1797.376,36.5704,40.79546667,38.49546667,39.3164,38.562,175.4633333,19.49966667,0,157.5,0,916.62584,-49.85530779,-100.8469232,2002.624,15,1693247368,11:29:27,1693247355,1693247368,73,-0.136,-0.001,-0.692,0.079,410,17,0.67,0.18,100,100,-0.692,0.079,-1.047212518,0.000439478,2.00E-06,-3.80E-10,-0.062475316,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.4,2.3,1.073,2.58301,1.39771,2.27783,1.39526,2.59766,31.9805,14.0445,18,581.253,391.07,24.1145,24.7577,30.0003,24.5518,24.908,21.5024,0,100,-999.9,410,56.859,99.089,93.6725
